command,u,v,loss,line_capacity,timestamp,battery_id,charge_change,battery_capacity,price,extra
EDGE,171,610,0.04727,219,,,,,,
EDGE,873,474,0.03829,267,,,,,,
EDGE,790,273,0.01898,315,,,,,,
EDGE,985,348,0.00805,348,,,,,,
EDGE,557,584,0.00105,239,,,,,,
EDGE,279,557,0.04418,281,,,,,,
EDGE,403,378,0.03368,287,,,,,,
EDGE,958,860,0.04311,310,,,,,,
EDGE,342,406,0.00253,291,,,,,,
EDGE,234,262,0.02299,109,,,,,,
EDGE,400,442,0.00666,422,,,,,,
EDGE,761,675,0.02571,433,,,,,,
EDGE,158,26,0.02123,94,,,,,,
EDGE,100,207,0.01669,421,,,,,,
EDGE,643,328,0.00833,299,,,,,,
EDGE,902,1,0.04732,389,,,,,,
EDGE,566,236,0.04328,203,,,,,,
EDGE,780,889,0.01019,449,,,,,,
EDGE,673,38,0.00937,348,,,,,,
EDGE,259,846,0.003,135,,,,,,
EDGE,623,467,0.04632,144,,,,,,
EDGE,281,605,0.02293,257,,,,,,
EDGE,995,789,0.04389,276,,,,,,
EDGE,128,772,0.03644,187,,,,,,
EDGE,141,741,0.04393,215,,,,,,
EDGE,199,552,0.01997,382,,,,,,
EDGE,666,381,0.04269,227,,,,,,
EDGE,721,894,0.0021,140,,,,,,
EDGE,184,807,0.0394,499,,,,,,
EDGE,654,692,0.01255,270,,,,,,
EDGE,51,566,0.03379,241,,,,,,
EDGE,523,253,0.00611,365,,,,,,
EDGE,761,264,0.0424,164,,,,,,
EDGE,974,558,0.04529,361,,,,,,
EDGE,800,920,0.03141,363,,,,,,
EDGE,30,595,0.03057,428,,,,,,
EDGE,535,159,0.00864,230,,,,,,
EDGE,71,909,0.01618,280,,,,,,
EDGE,784,990,0.02386,154,,,,,,
EDGE,494,547,0.01385,259,,,,,,
EDGE,854,292,0.04685,112,,,,,,
EDGE,645,150,0.02151,346,,,,,,
EDGE,24,763,0.02111,195,,,,,,
EDGE,771,626,0.0362,477,,,,,,
EDGE,116,881,0.02892,251,,,,,,
EDGE,279,121,0.03332,498,,,,,,
EDGE,760,586,0.04257,76,,,,,,
EDGE,95,780,0.031,86,,,,,,
EDGE,732,509,0.00803,393,,,,,,
EDGE,901,897,0.03219,425,,,,,,
EDGE,795,432,0.03981,158,,,,,,
EDGE,807,831,0.00638,127,,,,,,
EDGE,739,778,0.02808,331,,,,,,
EDGE,369,691,0.04268,357,,,,,,
EDGE,94,738,0.0449,458,,,,,,
EDGE,611,408,0.04139,281,,,,,,
EDGE,533,221,0.04338,311,,,,,,
EDGE,670,101,0.00889,274,,,,,,
EDGE,126,628,0.02794,95,,,,,,
EDGE,483,840,0.00759,121,,,,,,
EDGE,484,466,0.00426,227,,,,,,
EDGE,626,377,0.00431,436,,,,,,
EDGE,75,437,0.0422,85,,,,,,
EDGE,96,206,0.02383,375,,,,,,
EDGE,658,930,0.04699,467,,,,,,
EDGE,17,956,0.00208,144,,,,,,
EDGE,840,427,0.02616,93,,,,,,
EDGE,298,895,0.01511,334,,,,,,
EDGE,975,996,0.01934,287,,,,,,
EDGE,931,60,0.00452,463,,,,,,
EDGE,35,927,0.0454,427,,,,,,
EDGE,631,972,0.02778,261,,,,,,
EDGE,545,805,0.03819,361,,,,,,
EDGE,507,98,0.04222,309,,,,,,
EDGE,17,733,0.03158,135,,,,,,
EDGE,837,59,0.03688,428,,,,,,
EDGE,881,297,0.00911,453,,,,,,
EDGE,178,914,0.02395,151,,,,,,
EDGE,941,848,0.0033,450,,,,,,
EDGE,607,289,0.01151,115,,,,,,
EDGE,28,379,0.00934,312,,,,,,
EDGE,24,322,0.04171,271,,,,,,
EDGE,693,650,0.04693,365,,,,,,
EDGE,493,284,0.02927,181,,,,,,
EDGE,589,510,0.04146,393,,,,,,
EDGE,808,424,0.01607,115,,,,,,
EDGE,431,865,0.04356,315,,,,,,
EDGE,82,139,0.02343,465,,,,,,
EDGE,137,50,0.04894,195,,,,,,
EDGE,357,119,0.00868,347,,,,,,
EDGE,142,215,0.02801,78,,,,,,
EDGE,938,408,0.04923,227,,,,,,
EDGE,21,597,0.04536,70,,,,,,
EDGE,157,801,0.01687,223,,,,,,
EDGE,555,730,0.03136,257,,,,,,
EDGE,213,39,0.03087,418,,,,,,
EDGE,712,113,0.02744,204,,,,,,
EDGE,146,788,0.01983,144,,,,,,
EDGE,68,829,0.01328,122,,,,,,
EDGE,127,622,0.02689,343,,,,,,
EDGE,279,824,0.02839,311,,,,,,
EDGE,335,935,0.01394,72,,,,,,
EDGE,559,704,0.02509,262,,,,,,
EDGE,519,89,0.04335,93,,,,,,
EDGE,275,916,0.00315,438,,,,,,
EDGE,73,788,0.02883,375,,,,,,
EDGE,644,389,0.0133,401,,,,,,
EDGE,724,362,0.00275,344,,,,,,
EDGE,834,128,0.01482,216,,,,,,
EDGE,207,136,0.01158,212,,,,,,
EDGE,520,441,0.00428,451,,,,,,
EDGE,531,119,0.02077,226,,,,,,
EDGE,199,261,0.00394,409,,,,,,
EDGE,814,212,0.04457,50,,,,,,
EDGE,15,110,0.00413,218,,,,,,
EDGE,835,97,0.04203,156,,,,,,
EDGE,536,891,0.02886,326,,,,,,
EDGE,158,858,0.04755,168,,,,,,
EDGE,799,892,0.02553,50,,,,,,
EDGE,963,929,0.02082,223,,,,,,
EDGE,241,245,0.01055,92,,,,,,
EDGE,421,786,0.0238,254,,,,,,
EDGE,812,706,0.03306,172,,,,,,
EDGE,335,463,0.01343,242,,,,,,
EDGE,966,909,0.00783,379,,,,,,
EDGE,685,572,0.03557,295,,,,,,
EDGE,565,84,0.04128,212,,,,,,
EDGE,31,56,0.03142,464,,,,,,
EDGE,588,789,0.02858,222,,,,,,
EDGE,430,963,0.00582,149,,,,,,
EDGE,340,71,0.03585,119,,,,,,
EDGE,948,417,0.01716,184,,,,,,
EDGE,370,872,0.0445,145,,,,,,
EDGE,590,917,0.028,139,,,,,,
EDGE,8,103,0.01545,120,,,,,,
EDGE,710,477,0.0285,116,,,,,,
EDGE,372,461,0.04339,132,,,,,,
EDGE,82,808,0.02008,182,,,,,,
EDGE,810,137,0.04391,194,,,,,,
EDGE,769,824,0.00266,258,,,,,,
EDGE,777,583,0.04962,318,,,,,,
EDGE,677,914,0.02544,346,,,,,,
EDGE,273,719,0.02999,161,,,,,,
EDGE,605,959,0.01881,423,,,,,,
EDGE,598,8,0.03801,223,,,,,,
EDGE,151,553,0.01166,137,,,,,,
EDGE,759,655,0.00744,184,,,,,,
EDGE,848,877,0.0478,451,,,,,,
EDGE,740,254,0.04757,62,,,,,,
EDGE,595,146,0.008,338,,,,,,
EDGE,413,212,0.04433,430,,,,,,
EDGE,634,980,0.01199,336,,,,,,
EDGE,552,138,0.03123,320,,,,,,
EDGE,22,480,0.04265,317,,,,,,
EDGE,457,224,0.04733,156,,,,,,
EDGE,995,110,0.02502,362,,,,,,
EDGE,469,56,0.0024,456,,,,,,
EDGE,281,165,0.03192,77,,,,,,
EDGE,910,491,0.02914,402,,,,,,
EDGE,624,719,0.00531,463,,,,,,
EDGE,964,266,0.00749,186,,,,,,
EDGE,68,322,0.03166,54,,,,,,
EDGE,210,689,0.0019,277,,,,,,
EDGE,145,377,0.02108,169,,,,,,
EDGE,357,939,0.03409,107,,,,,,
EDGE,190,470,0.02767,249,,,,,,
EDGE,266,690,0.02781,437,,,,,,
EDGE,696,62,0.02551,111,,,,,,
EDGE,475,647,0.04837,282,,,,,,
EDGE,106,670,0.03267,195,,,,,,
EDGE,97,634,0.02375,444,,,,,,
EDGE,630,324,0.01432,305,,,,,,
EDGE,83,505,0.02133,343,,,,,,
EDGE,818,844,0.01489,228,,,,,,
EDGE,490,205,0.01189,57,,,,,,
EDGE,852,911,0.03284,85,,,,,,
EDGE,935,393,0.02572,397,,,,,,
EDGE,672,545,0.02995,70,,,,,,
EDGE,927,342,0.01645,56,,,,,,
EDGE,533,305,0.02425,259,,,,,,
EDGE,188,717,0.04466,233,,,,,,
EDGE,727,380,0.01999,309,,,,,,
EDGE,10,824,0.0304,59,,,,,,
EDGE,221,30,0.03843,412,,,,,,
EDGE,442,384,0.04217,311,,,,,,
EDGE,950,38,0.01732,288,,,,,,
EDGE,187,314,0.03169,108,,,,,,
EDGE,221,789,0.02602,189,,,,,,
EDGE,734,899,0.00417,107,,,,,,
EDGE,725,705,0.02238,97,,,,,,
EDGE,858,160,0.03834,380,,,,,,
EDGE,972,450,0.04847,383,,,,,,
EDGE,851,710,0.00161,402,,,,,,
EDGE,35,276,0.0116,458,,,,,,
EDGE,613,25,0.00538,351,,,,,,
EDGE,594,261,0.00904,179,,,,,,
EDGE,741,753,0.01834,87,,,,,,
EDGE,948,416,0.02409,368,,,,,,
EDGE,792,768,0.01117,82,,,,,,
EDGE,569,833,0.03269,483,,,,,,
EDGE,512,901,0.0472,474,,,,,,
EDGE,578,812,0.00197,377,,,,,,
EDGE,831,497,0.04269,313,,,,,,
EDGE,552,957,0.00983,179,,,,,,
EDGE,83,948,0.00423,354,,,,,,
EDGE,798,271,0.00147,84,,,,,,
EDGE,210,834,0.02436,216,,,,,,
EDGE,778,297,0.01122,390,,,,,,
EDGE,623,427,0.03979,320,,,,,,
EDGE,97,201,0.03629,358,,,,,,
EDGE,615,245,0.01089,153,,,,,,
EDGE,164,228,0.01179,122,,,,,,
EDGE,503,24,0.03722,488,,,,,,
EDGE,196,392,0.02885,298,,,,,,
EDGE,239,852,0.03527,189,,,,,,
EDGE,98,391,0.003,155,,,,,,
EDGE,728,285,0.00355,399,,,,,,
EDGE,87,745,0.03278,121,,,,,,
EDGE,803,536,0.01352,482,,,,,,
EDGE,998,747,0.01326,129,,,,,,
EDGE,217,773,0.03307,326,,,,,,
EDGE,702,926,0.01318,212,,,,,,
EDGE,212,103,0.03735,238,,,,,,
EDGE,459,838,0.04563,301,,,,,,
EDGE,875,672,0.01873,109,,,,,,
EDGE,259,810,0.00152,62,,,,,,
EDGE,711,969,0.00101,438,,,,,,
EDGE,200,848,0.003,187,,,,,,
EDGE,980,463,0.04924,376,,,,,,
EDGE,830,948,0.01693,187,,,,,,
EDGE,532,533,0.01615,113,,,,,,
EDGE,986,697,0.04943,303,,,,,,
EDGE,692,389,0.03557,484,,,,,,
EDGE,144,566,0.02606,355,,,,,,
EDGE,473,306,0.03043,368,,,,,,
EDGE,169,974,0.04629,95,,,,,,
EDGE,344,603,0.03699,279,,,,,,
EDGE,246,142,0.01049,88,,,,,,
EDGE,32,726,0.04475,182,,,,,,
EDGE,407,95,0.01085,338,,,,,,
EDGE,243,119,0.04886,356,,,,,,
EDGE,130,766,0.04748,130,,,,,,
EDGE,822,675,0.04492,296,,,,,,
EDGE,209,73,0.02789,274,,,,,,
EDGE,216,625,0.03563,362,,,,,,
EDGE,539,502,0.04201,138,,,,,,
EDGE,763,456,0.02023,304,,,,,,
EDGE,631,459,0.00993,125,,,,,,
EDGE,522,151,0.03311,179,,,,,,
EDGE,241,841,0.04434,98,,,,,,
EDGE,309,876,0.04847,427,,,,,,
EDGE,202,654,0.02304,372,,,,,,
EDGE,916,324,0.00148,228,,,,,,
EDGE,843,975,0.03755,315,,,,,,
EDGE,87,33,0.03147,305,,,,,,
EDGE,77,182,0.01819,391,,,,,,
EDGE,246,358,0.02054,344,,,,,,
EDGE,353,740,0.01481,267,,,,,,
EDGE,567,501,0.03791,193,,,,,,
EDGE,821,482,0.03114,254,,,,,,
EDGE,40,808,0.02387,291,,,,,,
EDGE,921,758,0.00905,191,,,,,,
EDGE,773,4,0.04848,218,,,,,,
EDGE,173,872,0.01866,389,,,,,,
EDGE,47,958,0.04861,120,,,,,,
EDGE,623,239,0.01742,259,,,,,,
EDGE,669,650,0.00483,401,,,,,,
EDGE,496,365,0.00786,236,,,,,,
EDGE,982,912,0.0362,145,,,,,,
EDGE,255,502,0.0392,414,,,,,,
EDGE,361,37,0.03334,198,,,,,,
EDGE,976,246,0.02014,201,,,,,,
EDGE,754,727,0.04794,314,,,,,,
EDGE,359,515,0.0377,151,,,,,,
EDGE,320,248,0.02813,423,,,,,,
EDGE,930,123,0.0298,68,,,,,,
EDGE,343,906,0.02354,337,,,,,,
EDGE,631,370,0.00865,165,,,,,,
EDGE,108,779,0.00873,177,,,,,,
EDGE,552,788,0.03997,50,,,,,,
EDGE,763,272,0.01407,406,,,,,,
EDGE,544,837,0.01077,197,,,,,,
EDGE,520,644,0.00992,429,,,,,,
EDGE,634,576,0.04201,332,,,,,,
EDGE,446,386,0.04167,91,,,,,,
EDGE,221,564,0.01951,382,,,,,,
EDGE,258,578,0.00418,435,,,,,,
EDGE,69,335,0.03955,304,,,,,,
EDGE,689,291,0.00165,267,,,,,,
EDGE,593,976,0.02176,397,,,,,,
EDGE,837,328,0.04352,271,,,,,,
EDGE,87,712,0.02197,141,,,,,,
EDGE,605,454,0.01011,245,,,,,,
EDGE,871,935,0.04451,474,,,,,,
EDGE,256,802,0.01194,150,,,,,,
EDGE,966,939,0.04984,399,,,,,,
EDGE,405,269,0.00693,252,,,,,,
EDGE,404,535,0.01932,483,,,,,,
EDGE,841,863,0.00976,434,,,,,,
EDGE,869,178,0.04552,414,,,,,,
EDGE,661,535,0.01281,200,,,,,,
EDGE,526,519,0.01039,333,,,,,,
EDGE,424,983,0.03038,430,,,,,,
EDGE,323,280,0.00355,270,,,,,,
EDGE,644,95,0.0204,110,,,,,,
EDGE,801,907,0.00546,496,,,,,,
EDGE,909,205,0.00266,183,,,,,,
EDGE,752,615,0.04381,137,,,,,,
EDGE,662,937,0.0287,361,,,,,,
EDGE,182,11,0.03835,494,,,,,,
EDGE,733,945,0.04492,447,,,,,,
EDGE,944,593,0.02068,79,,,,,,
EDGE,646,587,0.01899,87,,,,,,
EDGE,848,723,0.03846,196,,,,,,
EDGE,496,999,0.00105,357,,,,,,
EDGE,170,64,0.00589,149,,,,,,
EDGE,951,738,0.04411,149,,,,,,
EDGE,676,513,0.0292,234,,,,,,
EDGE,96,204,0.00462,232,,,,,,
EDGE,105,564,0.0295,419,,,,,,
EDGE,588,469,0.03532,151,,,,,,
EDGE,852,267,0.00428,397,,,,,,
EDGE,608,628,0.04445,362,,,,,,
EDGE,625,353,0.03329,327,,,,,,
EDGE,766,218,0.02908,275,,,,,,
EDGE,619,636,0.03462,138,,,,,,
EDGE,273,627,0.04078,327,,,,,,
EDGE,732,959,0.02356,135,,,,,,
EDGE,651,848,0.04228,384,,,,,,
EDGE,126,376,0.04004,171,,,,,,
EDGE,140,931,0.01941,65,,,,,,
EDGE,943,663,0.03353,82,,,,,,
EDGE,493,92,0.01641,198,,,,,,
EDGE,564,11,0.03063,86,,,,,,
EDGE,45,998,0.01007,459,,,,,,
EDGE,432,752,0.03203,126,,,,,,
EDGE,139,152,0.01378,326,,,,,,
EDGE,263,868,0.02627,318,,,,,,
EDGE,171,556,0.0131,82,,,,,,
EDGE,786,298,0.019,195,,,,,,
EDGE,44,432,0.00372,288,,,,,,
EDGE,38,29,0.04825,96,,,,,,
EDGE,310,204,0.01428,378,,,,,,
EDGE,844,786,0.03444,388,,,,,,
EDGE,488,557,0.04363,314,,,,,,
EDGE,184,910,0.0407,454,,,,,,
EDGE,106,384,0.03002,297,,,,,,
EDGE,997,239,0.01042,149,,,,,,
EDGE,900,868,0.03878,279,,,,,,
EDGE,57,369,0.03468,173,,,,,,
EDGE,215,701,0.03947,133,,,,,,
EDGE,679,165,0.0112,448,,,,,,
EDGE,605,824,0.02425,223,,,,,,
EDGE,543,284,0.00872,402,,,,,,
EDGE,591,701,0.01707,366,,,,,,
EDGE,770,663,0.00478,314,,,,,,
EDGE,32,737,0.02463,185,,,,,,
EDGE,939,517,0.00898,153,,,,,,
EDGE,393,608,0.0299,115,,,,,,
EDGE,200,870,0.0214,279,,,,,,
EDGE,835,509,0.02217,161,,,,,,
EDGE,579,503,0.02775,344,,,,,,
EDGE,261,266,0.00407,445,,,,,,
EDGE,606,460,0.0352,329,,,,,,
EDGE,549,797,0.01987,132,,,,,,
EDGE,813,225,0.04335,198,,,,,,
EDGE,581,114,0.01075,210,,,,,,
EDGE,812,288,0.04362,453,,,,,,
EDGE,865,340,0.00305,438,,,,,,
EDGE,387,557,0.02671,380,,,,,,
EDGE,59,122,0.0395,391,,,,,,
EDGE,903,67,0.01296,412,,,,,,
EDGE,205,566,0.04886,499,,,,,,
EDGE,850,587,0.00392,312,,,,,,
EDGE,414,599,0.04973,257,,,,,,
EDGE,213,267,0.00625,375,,,,,,
EDGE,805,942,0.021,109,,,,,,
EDGE,223,944,0.00636,231,,,,,,
EDGE,688,323,0.02052,224,,,,,,
EDGE,139,445,0.03887,425,,,,,,
EDGE,686,84,0.02845,68,,,,,,
EDGE,208,786,0.0407,398,,,,,,
EDGE,982,541,0.00958,418,,,,,,
EDGE,60,939,0.00409,191,,,,,,
EDGE,870,299,0.01753,332,,,,,,
EDGE,359,464,0.03704,192,,,,,,
EDGE,0,499,0.04859,424,,,,,,
EDGE,639,665,0.0362,492,,,,,,
EDGE,107,745,0.04062,246,,,,,,
EDGE,817,790,0.00731,210,,,,,,
EDGE,209,711,0.01739,334,,,,,,
EDGE,71,414,0.04949,408,,,,,,
EDGE,475,178,0.03204,182,,,,,,
EDGE,753,762,0.02112,371,,,,,,
EDGE,216,105,0.02133,232,,,,,,
EDGE,95,606,0.03531,327,,,,,,
EDGE,400,489,0.03471,89,,,,,,
EDGE,403,493,0.0195,118,,,,,,
EDGE,95,308,0.03788,108,,,,,,
EDGE,977,530,0.02508,497,,,,,,
EDGE,878,817,0.00649,241,,,,,,
EDGE,73,840,0.01958,366,,,,,,
EDGE,944,851,0.03753,437,,,,,,
EDGE,342,561,0.04859,490,,,,,,
EDGE,193,15,0.03653,183,,,,,,
EDGE,862,958,0.02638,176,,,,,,
EDGE,646,478,0.02788,193,,,,,,
EDGE,837,802,0.00213,417,,,,,,
EDGE,795,211,0.03737,345,,,,,,
EDGE,86,333,0.04321,434,,,,,,
EDGE,65,840,0.03968,459,,,,,,
EDGE,165,104,0.01744,266,,,,,,
EDGE,101,282,0.0156,367,,,,,,
EDGE,55,335,0.03376,144,,,,,,
EDGE,534,439,0.02759,234,,,,,,
EDGE,611,550,0.04055,60,,,,,,
EDGE,842,986,0.01017,167,,,,,,
EDGE,632,544,0.02136,473,,,,,,
EDGE,647,536,0.00344,83,,,,,,
EDGE,525,334,0.04954,308,,,,,,
EDGE,551,729,0.01395,478,,,,,,
EDGE,354,666,0.04769,482,,,,,,
EDGE,942,478,0.00549,271,,,,,,
EDGE,94,161,0.00669,156,,,,,,
EDGE,430,615,0.00883,149,,,,,,
EDGE,979,848,0.04934,466,,,,,,
EDGE,354,835,0.03634,188,,,,,,
EDGE,359,477,0.02805,327,,,,,,
EDGE,910,835,0.0427,83,,,,,,
EDGE,405,600,0.0204,463,,,,,,
EDGE,34,757,0.04459,351,,,,,,
EDGE,836,288,0.04396,281,,,,,,
EDGE,321,481,0.00767,500,,,,,,
EDGE,77,267,0.0049,56,,,,,,
EDGE,960,455,0.04404,430,,,,,,
EDGE,426,945,0.01395,353,,,,,,
EDGE,539,102,0.01053,166,,,,,,
EDGE,616,425,0.01518,134,,,,,,
EDGE,610,666,0.02071,472,,,,,,
EDGE,168,906,0.04154,137,,,,,,
EDGE,757,123,0.01796,68,,,,,,
EDGE,3,391,0.00255,134,,,,,,
EDGE,450,250,0.00334,83,,,,,,
EDGE,461,656,0.02627,92,,,,,,
EDGE,482,212,0.03307,134,,,,,,
EDGE,979,637,0.02633,131,,,,,,
EDGE,987,118,0.00617,435,,,,,,
EDGE,879,902,0.04622,204,,,,,,
EDGE,3,57,0.04145,252,,,,,,
EDGE,761,606,0.03323,200,,,,,,
EDGE,994,924,0.01085,106,,,,,,
EDGE,758,296,0.01277,200,,,,,,
EDGE,561,103,0.0049,288,,,,,,
EDGE,740,117,0.04179,334,,,,,,
EDGE,780,103,0.04015,119,,,,,,
EDGE,797,566,0.0431,246,,,,,,
EDGE,810,234,0.0097,348,,,,,,
EDGE,79,741,0.00473,205,,,,,,
EDGE,106,35,0.04795,216,,,,,,
EDGE,23,448,0.04849,281,,,,,,
EDGE,575,19,0.0015,490,,,,,,
EDGE,954,784,0.02296,363,,,,,,
EDGE,411,2,0.03552,447,,,,,,
EDGE,206,327,0.01744,63,,,,,,
EDGE,818,287,0.04336,110,,,,,,
EDGE,404,294,0.00912,339,,,,,,
EDGE,628,148,0.03791,350,,,,,,
EDGE,762,888,0.00989,251,,,,,,
EDGE,144,344,0.03394,269,,,,,,
EDGE,891,575,0.01961,254,,,,,,
EDGE,31,477,0.00771,205,,,,,,
EDGE,515,865,0.01509,106,,,,,,
EDGE,238,512,0.04086,241,,,,,,
EDGE,683,627,0.01828,296,,,,,,
EDGE,547,513,0.02812,203,,,,,,
EDGE,265,810,0.03125,315,,,,,,
EDGE,802,827,0.02503,481,,,,,,
EDGE,740,929,0.0483,476,,,,,,
EDGE,741,812,0.01115,320,,,,,,
EDGE,922,122,0.01924,171,,,,,,
EDGE,882,147,0.0326,302,,,,,,
EDGE,665,831,0.00389,397,,,,,,
EDGE,774,627,0.02953,314,,,,,,
EDGE,716,300,0.00512,250,,,,,,
EDGE,431,382,0.03675,243,,,,,,
EDGE,707,437,0.02416,247,,,,,,
EDGE,996,313,0.02217,403,,,,,,
EDGE,823,50,0.0174,363,,,,,,
EDGE,684,860,0.02411,138,,,,,,
EDGE,733,605,0.0095,115,,,,,,
EDGE,916,645,0.01856,161,,,,,,
EDGE,851,248,0.00165,488,,,,,,
EDGE,508,42,0.03228,152,,,,,,
EDGE,6,264,0.04887,485,,,,,,
EDGE,872,531,0.03366,97,,,,,,
EDGE,804,928,0.01827,430,,,,,,
EDGE,314,315,0.02457,231,,,,,,
EDGE,635,724,0.03668,488,,,,,,
EDGE,266,492,0.02531,359,,,,,,
EDGE,244,366,0.03246,426,,,,,,
EDGE,969,934,0.03963,289,,,,,,
EDGE,445,131,0.03961,126,,,,,,
EDGE,365,420,0.04101,169,,,,,,
EDGE,779,890,0.00388,102,,,,,,
EDGE,517,13,0.03289,58,,,,,,
EDGE,939,584,0.02958,366,,,,,,
EDGE,888,454,0.01692,189,,,,,,
EDGE,483,505,0.03327,456,,,,,,
EDGE,160,548,0.02413,364,,,,,,
EDGE,209,947,0.00653,182,,,,,,
EDGE,975,736,0.00833,458,,,,,,
EDGE,908,749,0.01808,282,,,,,,
EDGE,289,903,0.00142,311,,,,,,
EDGE,124,972,0.01562,282,,,,,,
EDGE,0,124,0.00826,127,,,,,,
EDGE,562,372,0.00711,225,,,,,,
EDGE,789,984,0.01238,274,,,,,,
EDGE,230,930,0.04173,53,,,,,,
EDGE,813,34,0.03858,285,,,,,,
EDGE,145,777,0.02588,476,,,,,,
EDGE,178,396,0.03183,306,,,,,,
EDGE,776,157,0.02082,301,,,,,,
EDGE,157,436,0.01489,147,,,,,,
EDGE,285,811,0.03044,84,,,,,,
EDGE,744,277,0.01842,122,,,,,,
EDGE,600,448,0.01125,139,,,,,,
EDGE,897,643,0.00754,322,,,,,,
EDGE,689,529,0.01634,136,,,,,,
EDGE,375,659,0.04848,231,,,,,,
EDGE,100,346,0.0439,150,,,,,,
EDGE,114,541,0.04401,355,,,,,,
EDGE,798,682,0.03278,480,,,,,,
EDGE,94,704,0.02714,458,,,,,,
EDGE,929,555,0.01726,500,,,,,,
EDGE,892,345,0.02987,267,,,,,,
EDGE,126,145,0.01681,145,,,,,,
EDGE,528,87,0.04268,461,,,,,,
EDGE,687,714,0.01118,240,,,,,,
EDGE,240,531,0.04674,276,,,,,,
EDGE,870,432,0.03434,93,,,,,,
EDGE,816,14,0.04757,324,,,,,,
EDGE,291,585,0.01935,128,,,,,,
EDGE,426,247,0.03615,249,,,,,,
EDGE,70,437,0.00361,320,,,,,,
EDGE,428,556,0.04003,417,,,,,,
EDGE,278,995,0.00274,451,,,,,,
EDGE,158,636,0.03898,338,,,,,,
EDGE,187,343,0.03925,391,,,,,,
EDGE,500,128,0.0068,220,,,,,,
EDGE,580,472,0.00859,451,,,,,,
EDGE,588,126,0.02747,349,,,,,,
EDGE,669,656,0.00607,428,,,,,,
EDGE,95,924,0.02691,77,,,,,,
EDGE,25,37,0.00825,296,,,,,,
EDGE,211,998,0.04062,126,,,,,,
EDGE,240,794,0.03485,373,,,,,,
EDGE,661,220,0.01063,125,,,,,,
EDGE,643,654,0.00998,380,,,,,,
EDGE,142,442,0.04507,205,,,,,,
EDGE,247,224,0.01758,399,,,,,,
EDGE,234,975,0.04477,460,,,,,,
EDGE,44,416,0.03543,154,,,,,,
EDGE,104,984,0.04939,460,,,,,,
EDGE,517,683,0.02649,110,,,,,,
EDGE,422,972,0.00205,443,,,,,,
EDGE,32,768,0.0345,341,,,,,,
EDGE,198,788,0.02894,137,,,,,,
EDGE,774,354,0.01718,154,,,,,,
EDGE,437,213,0.00197,246,,,,,,
EDGE,947,322,0.03606,316,,,,,,
EDGE,79,608,0.00448,321,,,,,,
EDGE,437,858,0.02199,426,,,,,,
EDGE,273,713,0.04258,57,,,,,,
EDGE,903,182,0.00988,329,,,,,,
EDGE,565,446,0.02214,244,,,,,,
EDGE,883,584,0.04218,157,,,,,,
EDGE,215,129,0.01965,63,,,,,,
EDGE,930,561,0.04403,301,,,,,,
EDGE,160,707,0.04935,167,,,,,,
EDGE,253,269,0.00775,469,,,,,,
EDGE,886,266,0.04374,203,,,,,,
EDGE,30,787,0.00823,151,,,,,,
EDGE,869,225,0.01243,124,,,,,,
EDGE,85,35,0.00265,176,,,,,,
EDGE,452,625,0.01243,136,,,,,,
EDGE,654,296,0.02669,393,,,,,,
EDGE,936,655,0.02102,185,,,,,,
EDGE,321,99,0.00167,213,,,,,,
EDGE,374,988,0.04578,256,,,,,,
EDGE,465,97,0.04237,67,,,,,,
EDGE,925,966,0.04866,97,,,,,,
EDGE,993,252,0.01333,78,,,,,,
EDGE,364,414,0.04924,214,,,,,,
EDGE,937,184,0.02105,435,,,,,,
EDGE,350,892,0.00768,409,,,,,,
EDGE,887,950,0.03544,135,,,,,,
EDGE,181,235,0.04728,62,,,,,,
EDGE,582,681,0.02928,434,,,,,,
EDGE,787,348,0.02797,310,,,,,,
EDGE,28,582,0.03569,348,,,,,,
EDGE,863,115,0.0156,235,,,,,,
EDGE,54,643,0.01688,278,,,,,,
EDGE,827,117,0.03812,343,,,,,,
EDGE,543,262,0.0486,281,,,,,,
EDGE,647,33,0.04279,297,,,,,,
EDGE,647,204,0.03661,124,,,,,,
EDGE,123,906,0.03777,303,,,,,,
EDGE,116,893,0.04541,429,,,,,,
EDGE,213,789,0.0268,280,,,,,,
EDGE,364,944,0.02121,370,,,,,,
EDGE,89,600,0.04172,216,,,,,,
EDGE,156,252,0.03862,158,,,,,,
EDGE,162,624,0.04069,137,,,,,,
EDGE,29,802,0.00207,74,,,,,,
EDGE,295,840,0.00353,149,,,,,,
EDGE,933,696,0.03576,98,,,,,,
EDGE,988,626,0.03129,94,,,,,,
EDGE,917,971,0.03194,168,,,,,,
EDGE,808,670,0.01228,101,,,,,,
EDGE,955,564,0.00692,381,,,,,,
EDGE,114,476,0.03637,261,,,,,,
EDGE,567,127,0.04567,259,,,,,,
EDGE,210,780,0.0152,191,,,,,,
EDGE,106,220,0.0181,78,,,,,,
EDGE,54,491,0.03887,491,,,,,,
EDGE,262,145,0.02969,88,,,,,,
EDGE,584,833,0.02749,156,,,,,,
EDGE,447,136,0.04063,389,,,,,,
EDGE,580,685,0.02213,198,,,,,,
EDGE,628,225,0.02628,437,,,,,,
EDGE,191,103,0.04166,263,,,,,,
EDGE,25,181,0.00457,241,,,,,,
EDGE,355,40,0.03397,319,,,,,,
EDGE,494,965,0.012,132,,,,,,
