command,u,v,travel_time,energy_cost,congestion,install_cost,capacity,price
ROAD,245,676,2,1.513,14,7208,7,4.57
ROAD,289,250,6,3.141,24,45387,20,4.26
ROAD,103,232,62,0.466,36,49903,10,4.94
ROAD,318,403,72,3.086,83,20092,20,2.08
ROAD,260,363,65,0.338,90,28250,3,4.48
ROAD,459,375,35,4.443,38,6052,16,3.69
ROAD,223,761,54,4.046,52,16371,14,4.53
ROAD,920,972,30,3.433,58,18283,2,3.89
ROAD,514,14,58,0.473,50,46958,17,3.47
ROAD,764,935,9,3.375,66,29907,11,3.11
ROAD,795,574,74,1.81,86,30532,13,3.96
ROAD,748,605,29,1.552,81,783,1,3.99
ROAD,261,260,74,2.616,57,32410,20,4.98
ROAD,950,6,49,3.707,68,40504,2,1.61
ROAD,627,346,10,3.589,29,36366,3,3.88
ROAD,480,594,8,2.579,21,28950,9,3.59
ROAD,514,783,13,3.029,36,7363,9,3.12
ROAD,359,913,46,4.015,68,784,5,2.69
ROAD,784,446,12,0.536,15,8265,12,3.12
ROAD,329,234,32,4.202,75,7351,8,1.02
ROAD,581,321,22,2.803,45,33323,16,4.81
ROAD,659,738,17,0.934,25,18390,10,1.56
ROAD,184,154,35,1.951,5,41648,9,3.78
ROAD,109,393,1,4.001,83,28151,12,3.53
ROAD,218,372,49,1.996,34,41873,11,4.52
ROAD,168,358,7,3.204,13,18010,4,2.43
ROAD,655,697,38,4.132,78,696,19,4.69
ROAD,962,13,56,1.493,38,13034,7,2.61
ROAD,122,967,68,1.993,44,42479,9,1.85
ROAD,58,924,33,2.68,79,30780,20,4.72
ROAD,575,509,59,4.178,12,28348,4,1.55
ROAD,957,693,69,4.485,57,35709,18,1.75
ROAD,914,835,37,0.408,68,33796,13,4.37
ROAD,90,108,75,0.454,45,14210,16,2.32
ROAD,941,530,76,0.203,41,19654,17,4.34
ROAD,180,228,85,4.281,1,34472,8,3.96
ROAD,141,163,39,3.469,27,39583,2,4.35
ROAD,856,219,25,0.447,68,4051,20,2.6
ROAD,648,24,80,1.725,46,33718,15,3.69
ROAD,759,313,1,1.027,66,11606,20,2.38
ROAD,221,756,53,2.007,24,17909,8,1.73
ROAD,775,211,59,3.459,13,39771,9,4.92
ROAD,641,51,25,3.54,3,44563,16,4.11
ROAD,651,53,3,1.577,38,14997,3,1.52
ROAD,540,753,52,1.695,16,40010,2,3.96
ROAD,964,550,67,2.534,42,33586,11,2.28
ROAD,254,348,23,3.387,21,31134,15,4.43
ROAD,619,738,19,4.258,67,18003,15,1.99
ROAD,289,546,30,0.747,86,24474,7,1.04
ROAD,470,595,14,4.147,81,1462,11,1.23
ROAD,189,607,34,1.163,17,19456,1,1.77
ROAD,206,589,81,2.086,68,3635,1,2.41
ROAD,518,1,23,1.015,74,14066,2,4.32
ROAD,996,736,15,3.518,40,42947,13,2.62
ROAD,870,816,80,4.499,35,2067,20,2.14
ROAD,761,363,49,0.383,4,15776,2,4.92
ROAD,570,514,74,2.859,59,33361,13,4.83
ROAD,789,862,83,3.906,58,40870,17,4.3
ROAD,645,345,17,1.789,47,3020,13,1.45
ROAD,276,403,4,3.413,19,21052,19,2.74
ROAD,611,505,53,2.134,96,37956,5,4.07
ROAD,314,461,26,2.952,85,41106,11,4.54
ROAD,479,91,63,3.432,68,14814,19,2.76
ROAD,44,198,56,3.281,97,32729,6,3.04
ROAD,572,714,72,0.94,33,14079,14,1.54
ROAD,772,874,80,2.022,87,3769,8,2.16
ROAD,875,819,25,3.832,67,14876,8,4.1
ROAD,398,967,81,1.878,32,7150,12,2.53
ROAD,15,330,58,2.777,19,16284,12,4.93
ROAD,736,520,87,0.782,3,37543,1,2.63
ROAD,929,484,77,1.487,81,24893,5,1.59
ROAD,822,950,49,1.938,90,45307,5,2.77
ROAD,100,711,30,2.131,80,18872,14,2.27
ROAD,953,470,60,3.627,35,1639,1,1.19
ROAD,972,307,1,1.72,71,22549,20,2.3
ROAD,111,199,80,0.308,74,32753,1,1.07
ROAD,14,953,61,2.174,9,35321,19,2.15
ROAD,288,115,73,0.365,14,38918,11,2.61
ROAD,138,656,2,0.654,43,38750,3,2.33
ROAD,371,409,87,2.728,100,26730,8,1.4
ROAD,138,114,60,1.624,44,5331,12,4.05
ROAD,195,601,21,4.488,22,40646,15,2.28
ROAD,747,584,86,3.572,16,26244,11,1.31
ROAD,190,328,63,3.669,4,30316,12,2.08
ROAD,638,134,36,2.385,21,46866,17,1.6
ROAD,733,799,69,1.949,61,27770,13,4.34
ROAD,252,584,38,3.193,57,10650,10,3.63
ROAD,814,750,52,1.489,83,42380,12,1.81
ROAD,201,13,30,1.636,81,31251,4,2.42
ROAD,353,110,39,4.328,23,15932,10,1.7
ROAD,733,976,3,0.412,81,31889,20,1.39
ROAD,432,840,1,3.907,99,16289,13,4.27
ROAD,338,849,4,0.952,29,8993,3,1.8
ROAD,35,798,67,1.495,64,27720,9,3.93
ROAD,150,158,89,3.496,19,42013,15,2.22
ROAD,768,877,87,3.016,76,19468,1,4.86
ROAD,183,760,72,4.03,56,31482,20,4.31
ROAD,415,627,3,4.038,18,11053,8,4.52
ROAD,489,312,24,1.087,50,44384,7,3.97
ROAD,268,150,75,0.335,86,48849,6,4.2
ROAD,162,122,5,2.39,21,21008,5,3.83
ROAD,895,441,38,4.308,87,14147,6,2.83
ROAD,410,986,1,1.79,48,29001,4,1.47
ROAD,569,722,41,2.168,39,20330,13,4.39
ROAD,754,649,29,3.06,69,9715,11,2.75
ROAD,931,985,41,4.224,77,1239,6,1.86
ROAD,898,75,79,3.269,39,31633,8,2.19
ROAD,442,215,22,3.745,90,32208,11,1.42
ROAD,718,391,62,0.538,65,1054,20,2.65
ROAD,850,436,73,2.513,26,9036,9,4.82
ROAD,700,403,45,1.494,50,40529,14,4.87
ROAD,696,793,26,1.709,4,6172,6,3
ROAD,522,181,42,0.638,95,12639,8,1.39
ROAD,913,484,16,0.362,6,30478,18,3.33
ROAD,580,741,84,1.465,49,13212,6,4.09
ROAD,445,144,23,0.845,76,18237,10,4.61
ROAD,593,761,76,3.904,35,11210,17,1.91
ROAD,342,529,68,3.034,68,9458,15,1.09
ROAD,826,252,35,3.982,63,1153,5,3.49
ROAD,146,237,86,1.48,67,34223,4,4.2
ROAD,460,692,9,1.387,45,41327,10,3.04
ROAD,186,165,53,3.468,71,4032,10,1.28
ROAD,94,362,60,3.297,6,4112,1,2.06
ROAD,66,740,12,0.225,95,39403,12,4.07
ROAD,717,950,7,0.738,60,2540,10,3.43
ROAD,770,287,48,2.137,12,6740,5,2.17
ROAD,281,580,5,4.358,93,17174,20,2.9
ROAD,105,744,70,0.465,77,4716,2,1.45
ROAD,214,309,75,2.243,54,7225,6,4.75
ROAD,96,936,66,2.395,52,6343,20,3.02
ROAD,51,962,9,4.32,78,43900,11,3.26
ROAD,987,712,43,0.979,78,31634,9,2.25
ROAD,303,857,15,1.289,69,40147,14,1.69
ROAD,132,941,33,1.137,15,39672,6,4.65
ROAD,961,913,74,1.075,93,20923,5,2.28
ROAD,894,5,60,0.697,100,48836,12,4.37
ROAD,185,179,65,0.386,57,4359,16,4.32
ROAD,896,54,89,2.007,60,39756,2,2.47
ROAD,607,557,30,4.212,48,10753,1,2.62
ROAD,45,87,46,0.37,11,40854,15,4.48
ROAD,423,542,42,0.465,89,16104,13,2.99
ROAD,208,459,10,3.339,37,42956,16,2.63
ROAD,815,441,34,0.266,37,16104,16,2.57
ROAD,730,414,87,4.494,44,6899,8,2.19
ROAD,571,623,41,2.826,54,3713,7,1.59
ROAD,121,84,72,4.401,82,21679,19,1.5
ROAD,99,490,14,3.343,52,32939,11,1.91
ROAD,277,445,7,3.331,76,44642,8,4.71
ROAD,756,103,35,2.717,72,3572,10,1.63
ROAD,940,438,63,3.279,31,49525,17,1.69
ROAD,187,411,42,3.75,59,20925,6,3.48
ROAD,571,904,80,1.035,89,43534,10,4.86
ROAD,77,567,23,1.952,65,20853,4,2.44
ROAD,584,674,83,3.067,7,33341,15,3.06
ROAD,665,396,2,1.112,15,32809,4,1.9
ROAD,736,112,45,1.35,44,35528,4,1.09
ROAD,0,519,87,4.116,42,1040,13,3.28
ROAD,92,942,67,1.329,64,16519,12,1.93
ROAD,862,502,9,0.95,85,8304,7,3.52
ROAD,466,952,20,3.737,65,24146,14,3.65
ROAD,841,328,48,3.172,60,2061,10,3.48
ROAD,50,719,34,3.293,55,48077,12,1.12
ROAD,538,276,39,3.696,47,48362,18,3.44
ROAD,873,870,70,3.557,94,23325,8,4.21
ROAD,123,487,7,0.361,31,18100,2,3.6
ROAD,824,335,70,0.856,58,10766,6,3.67
ROAD,36,693,26,3.264,31,18552,10,1.34
ROAD,870,372,8,1.172,30,29759,8,4.25
ROAD,144,124,69,2.311,9,17792,6,4.1
ROAD,928,181,14,0.543,32,18215,16,2.38
ROAD,215,899,15,0.392,37,14173,9,2.68
ROAD,474,93,67,0.802,60,24750,6,4.88
ROAD,352,448,23,3.178,69,5303,2,1.08
ROAD,63,983,49,4.301,43,15778,11,3.78
ROAD,110,467,37,3.925,45,18921,12,2.13
ROAD,140,573,26,1.598,99,16478,1,1.52
ROAD,696,203,5,2.616,10,11979,11,1.57
ROAD,950,881,80,3.285,76,33670,9,2.16
ROAD,780,611,42,2.53,66,31945,14,4.5
ROAD,450,684,31,1.689,25,15551,14,1.57
ROAD,398,599,9,4.384,6,37536,11,3.82
ROAD,500,618,48,2.999,39,8160,14,4.87
ROAD,422,877,37,3.619,18,15075,13,2.63
ROAD,803,268,5,4.154,37,34017,8,1.03
ROAD,25,80,68,1.806,91,46662,19,1.42
ROAD,833,282,45,1.291,60,30956,10,4.12
ROAD,773,382,89,3.749,58,17365,1,1.78
ROAD,426,704,20,4.217,8,43653,13,4.5
ROAD,768,106,13,1.236,83,21956,20,2.56
ROAD,762,875,27,2.285,47,33667,7,4.39
ROAD,935,564,54,1.217,38,8193,9,3.76
ROAD,437,51,22,3.132,44,35652,13,2.42
ROAD,971,380,19,0.812,54,32578,12,4.91
ROAD,538,559,65,0.971,23,17418,13,4.45
ROAD,934,867,50,1.496,15,14869,14,1.61
ROAD,69,369,10,0.827,84,45399,18,3.57
ROAD,195,394,54,0.394,86,32257,12,2.98
ROAD,845,561,30,1.06,95,27719,8,4.94
ROAD,374,388,22,1.392,34,17447,16,1.01
ROAD,65,466,69,1.497,31,43779,10,4.22
ROAD,945,790,59,3.41,91,30484,2,4.5
ROAD,158,504,42,3.046,76,34677,8,1.24
ROAD,259,148,47,0.471,68,28708,4,4.57
ROAD,800,1,16,3.96,30,11042,4,1.08
ROAD,633,123,70,3.153,6,8543,17,3.09
ROAD,738,187,38,1.874,68,13658,4,4.18
ROAD,436,339,25,0.452,14,43665,19,3.72
ROAD,894,935,76,4.138,85,29201,4,4.48
ROAD,620,826,86,3.597,5,34731,12,1.95
ROAD,986,20,16,0.842,4,23201,15,3.73
ROAD,669,835,10,0.227,50,43475,20,2.64
ROAD,403,919,12,0.968,63,1025,8,1.35
ROAD,231,47,64,1.024,95,40155,4,1.86
ROAD,162,126,35,0.889,91,46402,17,4.14
ROAD,724,50,84,0.428,54,49711,18,3.44
ROAD,920,682,81,2.151,99,38218,11,1.76
ROAD,735,918,77,0.755,35,26639,15,1.95
ROAD,950,304,57,1.262,91,3031,8,1.24
ROAD,111,983,55,0.318,93,14049,13,3.27
ROAD,922,689,59,3.696,13,18176,3,3.92
ROAD,873,661,54,2.4,93,24777,17,2.6
ROAD,869,30,45,2.62,24,14349,3,1.58
ROAD,797,19,54,1.609,35,41172,6,1.79
ROAD,560,85,12,0.869,80,29600,12,2.54
ROAD,984,574,68,1.048,59,20034,15,3.57
ROAD,305,459,21,3.412,31,43672,18,4.92
ROAD,254,763,10,3.814,86,12277,12,2.33
ROAD,571,78,39,3.191,50,33852,16,4.35
ROAD,744,343,47,1.97,92,44033,16,4.79
ROAD,569,993,47,4.232,23,40937,7,2.89
ROAD,538,367,83,1.033,16,19809,3,4.14
ROAD,591,147,28,0.695,84,14493,15,4.52
ROAD,581,668,69,3.954,98,39054,2,4.19
ROAD,471,912,24,3.81,87,24314,1,2.48
ROAD,395,606,84,1.636,37,1983,20,2.02
ROAD,988,835,56,3.099,17,48317,19,4.39
ROAD,684,552,2,1.17,94,44147,1,3.69
ROAD,611,118,35,4.154,0,23017,8,1.31
ROAD,112,210,67,1.963,71,34438,20,3.19
ROAD,677,720,35,0.898,67,5915,1,4.74
ROAD,918,29,22,0.741,70,22499,12,4.88
ROAD,955,363,1,0.703,89,9570,4,2.37
ROAD,957,405,44,1.141,96,13200,20,2.69
ROAD,812,488,60,3.374,92,16882,16,3.38
ROAD,889,343,41,3.907,4,14685,13,2.35
ROAD,681,508,30,2.156,89,19985,2,2.79
ROAD,692,468,3,4.395,33,11786,8,3.21
ROAD,139,159,24,3.799,87,19025,18,1.67
ROAD,56,707,20,0.477,65,11918,19,4.66
ROAD,502,877,10,0.283,51,43152,4,3.3
ROAD,499,95,49,0.73,47,36464,5,1.43
ROAD,904,104,50,0.825,62,26349,19,2.4
ROAD,112,784,31,3.087,90,33052,14,4.95
ROAD,419,464,70,2.429,66,2212,18,2.32
ROAD,404,146,60,1.353,26,4742,11,4.42
ROAD,97,160,42,1.314,48,29490,16,3.56
ROAD,782,842,65,3.705,51,2468,17,2.26
ROAD,251,377,16,1.933,49,590,19,1.27
ROAD,46,18,74,2.771,93,17206,5,2.85
ROAD,649,417,30,3.918,12,8744,3,4.95
ROAD,324,327,56,1.755,93,9872,19,4.98
ROAD,800,2,73,0.807,7,2549,2,1.73
ROAD,874,42,10,1.478,48,1894,10,1.92
ROAD,935,59,2,2.574,92,25810,5,1.11
ROAD,283,791,40,2.917,44,30306,4,3.4
ROAD,111,582,70,0.964,64,47892,9,2.43
ROAD,446,488,81,0.534,87,19117,6,3.15
ROAD,772,597,25,3.987,31,35261,4,1.51
ROAD,80,166,54,2.649,12,31796,13,1.9
ROAD,53,224,68,4.403,95,7976,17,3.95
ROAD,54,892,8,4.181,100,43646,1,3.14
ROAD,566,564,25,0.75,87,27325,3,4.71
ROAD,262,35,24,4.009,80,43846,18,2.77
ROAD,40,804,28,2.68,9,49858,3,1.67
ROAD,543,585,10,2.402,93,38629,20,4.25
ROAD,634,607,7,3.021,96,11530,15,3.92
ROAD,502,954,16,2.965,57,14749,15,4.35
ROAD,680,557,16,2.67,98,49728,16,2.06
ROAD,989,136,32,3.347,48,30949,2,3.07
ROAD,472,899,45,3.969,6,31752,4,3.81
ROAD,714,149,45,0.279,29,44814,13,2.6
ROAD,969,422,3,2.223,83,28009,3,1.18
ROAD,838,466,58,0.352,31,46079,12,2.28
ROAD,973,302,47,1.774,51,17617,2,4.93
ROAD,317,439,78,0.219,25,30129,16,4.55
ROAD,561,827,89,4.29,0,2006,3,2.12
ROAD,924,16,89,3.809,82,5431,6,2.92
ROAD,52,766,54,1.175,9,48616,1,1.32
ROAD,31,246,21,0.259,21,25984,7,2.55
ROAD,370,124,14,4.146,50,49140,13,3.03
ROAD,922,456,42,2.101,87,33913,3,2.09
ROAD,58,636,81,2.385,91,7005,5,3.78
ROAD,485,172,39,0.781,69,45441,1,1.01
ROAD,86,491,82,3.223,44,44398,12,3.31
ROAD,873,841,59,2.146,74,46650,12,2.14
ROAD,149,766,1,1.11,14,47491,13,1.71
ROAD,477,868,66,1.424,25,39872,2,2.59
ROAD,227,543,78,1.542,50,38212,20,1.27
ROAD,726,743,84,4.017,89,49681,11,3.34
ROAD,16,457,25,3.392,75,47540,16,3.46
ROAD,826,580,85,1.592,85,11333,10,2.53
ROAD,658,186,32,0.96,41,44634,9,4.29
ROAD,685,47,17,1.006,44,45538,3,3.12
ROAD,973,531,47,2.772,37,25278,4,3.75
ROAD,82,746,20,1.158,92,27057,16,3.2
ROAD,325,777,60,1.349,56,32758,5,2.59
ROAD,679,3,38,3.129,98,41889,15,1.91
ROAD,859,332,51,3.868,88,29101,6,2.05
ROAD,728,816,17,2.811,94,13361,10,4.28
ROAD,417,222,27,3.787,40,7057,2,1.67
ROAD,15,600,66,3.303,7,40067,15,4.42
ROAD,698,320,84,2.36,77,24418,19,3.05
ROAD,8,506,38,0.648,60,42434,16,2.29
ROAD,54,386,70,1.099,94,42779,14,2.29
ROAD,145,820,28,3.414,91,15534,2,3.75
ROAD,106,524,19,4.092,51,30523,6,2.05
ROAD,602,432,48,1.182,15,41445,11,1.6
ROAD,512,177,90,2.636,33,38070,14,2.44
ROAD,305,589,36,0.802,80,46237,8,1.22
ROAD,651,776,71,1.792,14,23460,7,2.75
ROAD,960,345,58,4.055,1,39304,12,3.36
ROAD,91,956,43,0.47,68,29450,1,4.06
ROAD,412,67,73,4.404,97,13007,12,1.07
ROAD,803,879,63,3.81,56,42013,3,1.54
ROAD,563,878,15,1.285,6,14196,10,1.55
ROAD,44,203,15,0.83,65,38076,12,1.66
ROAD,875,435,22,3.43,43,9755,17,3.01
ROAD,676,258,22,3.272,66,13893,10,1.86
ROAD,596,470,62,1.269,20,43036,12,1.68
ROAD,85,66,66,1.997,97,17157,10,3.71
ROAD,335,107,88,2.712,0,25708,13,4.53
ROAD,334,221,52,4.294,87,18700,6,3.84
ROAD,323,858,89,2.655,69,3392,20,1.92
ROAD,503,320,74,0.305,78,36224,19,4.29
ROAD,302,250,49,2.374,88,46192,13,4.1
ROAD,545,341,87,0.724,80,32387,18,3.46
ROAD,822,74,77,3.627,94,14750,6,1.12
ROAD,69,645,63,4.386,89,19153,18,1.83
ROAD,474,589,21,1.822,88,49494,20,2.04
ROAD,373,6,66,4.309,4,37738,7,4.27
ROAD,24,970,69,3.958,80,35915,17,4.14
ROAD,693,252,89,1.444,14,16789,15,4.66
ROAD,581,549,43,1.357,1,18993,10,2.32
ROAD,810,41,22,3.641,63,35057,15,4.47
ROAD,4,895,5,0.545,54,46534,6,2.77
ROAD,633,414,6,3.853,6,13223,13,4.26
ROAD,887,541,70,1.592,29,14393,3,1.35
ROAD,535,819,17,2.911,15,2832,18,3.51
ROAD,450,843,6,3.481,93,24387,10,1.04
ROAD,758,984,67,4.183,36,6512,14,1.02
ROAD,745,137,33,1.024,16,5744,16,1.6
ROAD,806,900,44,3.553,42,32922,15,4.45
ROAD,349,205,20,3.589,93,26093,8,3.05
ROAD,635,262,57,2.071,79,44161,20,3
ROAD,973,161,33,1.679,24,10812,6,3.33
ROAD,738,888,13,2.978,90,45622,16,3.64
ROAD,27,825,81,2.069,4,15664,11,2.46
ROAD,946,315,14,3.221,14,37257,15,3.2
ROAD,10,316,40,0.928,68,18436,11,1.88
ROAD,748,16,15,3.945,77,14702,15,1.85
ROAD,460,793,78,1.012,73,39918,20,5
ROAD,397,850,7,3.625,52,5874,7,3.33
ROAD,767,293,66,3.35,17,29777,16,3.53
ROAD,672,0,82,2.358,57,1112,1,1.06
ROAD,336,276,37,1.333,93,24719,7,3.93
ROAD,608,971,12,1.897,86,31457,19,2.39
ROAD,70,489,42,0.656,57,6899,14,1.55
ROAD,370,509,48,1.057,50,16396,18,1.29
ROAD,719,791,89,1.063,99,48189,5,2.84
ROAD,257,875,65,2.36,76,30782,6,3.44
ROAD,551,558,67,0.387,35,37233,20,2.23
ROAD,597,697,89,0.321,95,37792,19,4.59
ROAD,464,57,12,3.418,72,27056,20,2.8
ROAD,439,577,21,0.771,46,20168,15,4.33
ROAD,938,238,42,1.671,14,9795,7,2.98
ROAD,744,283,22,0.696,3,8316,17,2.99
ROAD,109,468,59,2.836,57,25002,7,3.8
ROAD,414,117,66,1.51,61,29847,10,1.03
ROAD,667,240,36,0.858,78,31151,1,1.59
ROAD,466,104,71,0.801,15,30150,7,3.09
ROAD,798,76,48,0.752,81,47769,12,2.12
ROAD,260,473,53,1.671,46,42833,1,1.95
ROAD,490,118,52,3.592,90,41251,3,2.59
ROAD,405,525,24,3.704,38,22537,9,2.03
ROAD,553,370,67,4.113,24,19376,15,3.96
ROAD,969,120,89,3.194,79,26890,13,1.43
ROAD,122,526,39,1.022,75,39512,17,2.57
ROAD,365,100,39,2.488,82,2412,5,3.58
ROAD,449,216,61,2.231,64,18973,12,1.74
ROAD,848,113,62,2.131,5,43416,11,3.5
ROAD,239,865,51,2.406,1,28907,18,2.98
ROAD,626,30,7,3.404,23,22703,17,4.68
ROAD,154,173,67,3.044,96,15474,20,3.26
ROAD,986,721,11,1.187,62,6086,3,2.8
ROAD,175,605,64,1.643,50,35604,13,1.44
ROAD,215,176,61,3.765,73,34573,16,2.74
ROAD,70,429,19,1.334,29,47494,10,2.42
ROAD,738,254,69,1.028,0,5249,16,3.11
ROAD,70,396,52,4.006,61,32056,19,3.17
ROAD,114,933,1,2.21,58,46269,16,4.24
ROAD,539,407,56,1.698,63,33092,1,1.62
ROAD,272,748,37,2.559,36,10208,6,4.31
ROAD,66,472,89,1.387,97,18078,3,1.6
ROAD,993,208,88,3.949,58,46662,2,4.11
ROAD,675,41,4,1.981,58,49156,20,3.02
ROAD,665,120,66,3.697,39,34298,6,1.43
ROAD,634,264,36,2.723,22,3422,8,2.24
ROAD,825,950,85,1.618,0,40135,1,4.61
ROAD,417,642,43,3.08,48,21869,11,3.54
ROAD,36,515,82,0.871,29,17490,19,1.29
ROAD,57,433,69,2.264,47,46979,11,2.16
ROAD,809,927,51,2.95,88,48278,15,3.92
ROAD,744,201,6,4.379,46,13672,4,4.17
ROAD,959,552,42,0.88,82,49798,11,2.41
ROAD,432,634,20,0.695,41,39566,6,3.89
ROAD,720,479,6,3.384,80,16418,17,4.59
ROAD,74,275,12,2.567,81,40995,10,1.9
ROAD,381,931,78,2.967,20,8955,2,3.81
ROAD,199,300,73,3.333,45,24090,17,3.62
ROAD,256,131,46,2.679,29,45989,15,1.27
ROAD,716,152,57,0.995,50,21241,14,3.46
ROAD,649,432,20,1.983,72,34148,14,4.31
ROAD,65,557,62,3.349,68,14238,11,3.61
ROAD,725,96,43,1.222,85,27871,9,3.02
ROAD,253,870,4,4.228,15,6396,18,4.15
ROAD,967,798,82,4.083,84,46151,5,2.59
ROAD,832,606,82,2.509,22,23335,17,2.37
ROAD,921,915,50,1.514,85,26543,19,4.54
ROAD,981,922,28,4.326,23,46913,2,2.45
ROAD,163,826,46,2.012,96,35279,13,2.62
ROAD,814,726,52,1.855,79,44136,18,2.59
ROAD,890,373,35,3.629,21,22465,17,3.27
ROAD,714,98,21,1.28,75,49690,5,1.55
ROAD,290,733,68,0.426,26,12489,12,3.29
ROAD,841,502,70,2.629,100,6980,9,1.85
ROAD,231,94,68,3.428,32,42573,10,2.64
ROAD,901,755,29,4.473,77,35804,18,2.09
ROAD,249,558,2,1.329,38,12454,15,1.08
ROAD,667,602,60,1.377,98,25401,17,4.3
ROAD,26,279,63,3.694,12,45246,16,4.48
ROAD,625,559,38,3.97,41,47176,20,3.38
ROAD,712,192,56,0.975,16,46406,10,4.94
ROAD,983,35,20,2.903,24,8348,1,2.8
ROAD,770,563,17,3.597,34,33182,19,4.47
ROAD,157,216,42,0.591,68,35471,13,4.36
ROAD,798,474,32,2.374,58,20928,8,3.43
ROAD,530,247,80,3.997,41,26074,20,3.68
ROAD,433,516,55,3.538,66,8487,10,3.02
ROAD,826,983,64,3.848,28,28721,4,4.91
ROAD,365,437,8,1.827,28,32665,7,2.42
ROAD,558,71,6,4.258,30,43651,18,3.74
ROAD,20,661,25,0.947,37,3753,4,3.63
ROAD,891,629,18,2.845,92,46802,12,3.26
ROAD,573,882,35,4.448,2,3307,18,1.08
ROAD,480,202,34,1.521,14,41895,13,1.2
ROAD,520,201,56,2.813,44,13168,20,2.7
ROAD,186,422,86,1.018,1,42052,16,1.65
ROAD,371,614,25,1.27,87,1254,3,4.96
ROAD,399,112,79,3.639,59,10528,12,2.23
ROAD,498,544,60,1.827,58,27449,16,2.03
ROAD,28,302,71,2.846,31,14987,7,4.79
ROAD,327,643,29,4.268,68,16671,18,2.82
ROAD,466,827,29,3.364,10,4095,13,1
ROAD,354,103,78,1.944,12,28376,16,4.9
ROAD,535,180,31,1.007,70,34421,20,3.39
ROAD,112,834,57,3.999,34,5043,1,4.02
ROAD,754,517,62,3.151,57,22640,11,1.41
ROAD,706,204,64,1.043,0,42823,11,1.97
ROAD,28,38,53,0.302,90,7529,18,1.54
ROAD,972,898,23,2.346,28,3076,6,1.78
ROAD,642,324,9,1.154,33,42135,14,4.38
ROAD,327,439,54,0.626,63,15311,7,3.1
ROAD,311,473,9,4.231,45,47865,12,1.97
ROAD,503,575,39,1.475,33,23002,5,4.13
ROAD,418,301,84,2.965,90,28871,19,1.61
ROAD,916,944,14,2.862,25,43123,2,1.86
ROAD,621,657,59,2.165,38,33149,16,3.6
ROAD,875,193,59,0.904,16,1623,5,3.88
ROAD,304,771,4,0.763,68,30858,16,3.43
ROAD,922,833,33,4.343,46,46693,11,3.16
ROAD,523,210,61,0.743,64,30850,3,4.11
ROAD,595,765,65,3.351,47,49482,12,3.23
ROAD,898,784,11,4.408,99,25718,20,1.97
ROAD,76,229,24,4.412,13,31095,20,3.12
ROAD,704,834,27,4.409,36,47028,2,2.4
ROAD,663,270,77,4.27,35,9741,7,4.74
ROAD,493,546,13,3.801,84,11071,11,4.75
ROAD,858,677,80,3.596,56,34951,18,3.77
ROAD,317,588,77,0.293,25,1982,10,1.94
ROAD,746,157,64,3.696,67,15349,6,4.25
ROAD,799,469,26,1.381,60,19975,13,4.02
ROAD,716,181,19,4.13,41,26814,5,2.46
ROAD,896,621,37,2.226,36,26398,1,4.44
ROAD,180,772,5,1.78,37,24091,17,3.19
ROAD,130,703,46,2.577,79,26652,3,2.08
ROAD,31,945,54,2.159,44,39525,15,3.78
ROAD,657,380,67,0.986,44,21519,4,3.62
ROAD,522,801,83,2.85,8,46127,9,3
ROAD,287,863,78,3.033,68,10065,10,4.15
ROAD,533,719,6,0.358,95,6433,3,4.17
ROAD,505,909,4,3.402,73,47511,4,4.95
ROAD,178,949,27,1.929,53,46449,3,3.52
ROAD,90,604,27,4.172,95,46601,1,3.02
ROAD,360,322,54,2.827,69,47917,18,1.2
ROAD,729,512,80,3.492,52,38483,7,3.21
ROAD,929,194,55,3.677,99,17074,8,4.13
ROAD,348,932,40,2.888,17,26826,9,1.45
ROAD,272,519,58,3.695,29,22996,13,1.27
ROAD,597,921,79,1.961,81,9323,3,3.71
ROAD,7,634,50,1.924,20,7251,3,4.89
ROAD,95,723,79,2.805,92,6876,8,4.38
ROAD,605,337,47,3.828,76,40052,13,2.51
ROAD,680,37,65,2.663,26,16444,6,2.29
ROAD,805,352,47,1.872,82,30476,5,3.99
ROAD,333,622,6,2.745,70,16994,16,3.89
ROAD,797,364,86,3.865,99,12982,13,3.98
ROAD,864,110,1,2.162,41,10112,2,4.68
ROAD,153,453,7,2.154,4,38269,13,1.31
ROAD,38,321,58,1.145,49,48109,20,1.88
ROAD,984,137,51,1.655,23,25357,11,1.48
ROAD,521,891,11,4.059,1,42156,6,3.2
ROAD,52,355,3,2.326,52,44655,5,1.55
ROAD,850,162,5,0.832,34,6668,11,4.94
ROAD,192,181,8,0.461,42,15311,19,2.35
ROAD,360,726,19,3.448,92,22766,7,2.15
ROAD,905,174,18,1.508,57,15613,14,3.91
ROAD,551,574,31,4.248,4,1462,18,1.87
ROAD,947,945,69,1.864,85,20032,5,4.4
ROAD,556,469,78,3.949,66,47890,4,2.39
ROAD,536,756,29,0.921,52,32869,8,4.12
ROAD,363,408,71,3.43,48,49316,11,1.85
ROAD,475,610,26,2.815,55,11213,1,4.84
ROAD,485,483,8,3.436,14,41430,5,4.53
ROAD,235,448,59,2.367,76,2965,10,1.51
ROAD,638,621,10,2.855,68,2113,5,2.33
ROAD,548,506,38,3.254,71,48020,12,3.33
ROAD,411,293,68,2.11,50,46438,11,3.34
