command,u,v,cost,benefit,extra
EDGE,802,303,8885,18.51,
EDGE,215,23,5442,75.44,
EDGE,510,582,6678,81.33,
EDGE,480,122,21864,28.38,
EDGE,340,866,10679,1.56,
EDGE,24,72,9514,26.08,
EDGE,197,694,13538,31.84,
EDGE,731,433,13188,69.0,
EDGE,629,809,10231,80.68,
EDGE,642,674,15352,1.94,
EDGE,563,32,4488,15.74,
EDGE,290,215,11896,28.16,
EDGE,168,411,8362,62.06,
EDGE,131,230,12300,53.55,
EDGE,625,770,10465,95.39,
EDGE,135,654,11139,7.07,
EDGE,456,845,15208,52.95,
EDGE,775,507,14991,77.42,
EDGE,366,908,10025,48.18,
EDGE,483,554,10371,61.61,
EDGE,183,854,16677,20.83,
EDGE,898,587,3594,92.64,
EDGE,381,975,7143,80.2,
EDGE,702,678,10060,52.91,
EDGE,524,259,904,25.65,
EDGE,521,149,4067,56.97,
EDGE,792,794,8437,77.84,
EDGE,635,580,21211,38.18,
EDGE,642,550,3832,34.61,
EDGE,200,944,1077,70.67,
EDGE,989,845,16113,54.54,
EDGE,436,780,5266,77.09,
EDGE,958,569,17677,85.67,
EDGE,209,986,6835,72.17,
EDGE,197,619,12544,34.46,
EDGE,448,314,6859,15.7,
EDGE,707,80,15611,59.42,
EDGE,656,570,14337,48.71,
EDGE,325,82,13092,46.33,
EDGE,155,545,21119,28.23,
EDGE,204,660,10183,11.95,
EDGE,262,792,20364,30.94,
EDGE,413,63,5507,73.22,
EDGE,487,173,17089,36.63,
EDGE,111,918,9160,66.63,
EDGE,106,375,7178,46.92,
EDGE,355,837,14757,6.53,
EDGE,359,915,10169,26.42,
EDGE,358,817,6179,6.25,
EDGE,747,526,10842,9.93,
EDGE,515,80,11311,81.33,
EDGE,682,952,10131,15.18,
EDGE,907,498,3365,15.18,
EDGE,947,743,1429,52.52,
EDGE,514,551,14586,39.35,
EDGE,31,555,6303,78.78,
EDGE,321,810,12847,93.97,
EDGE,51,983,5452,63.1,
EDGE,218,583,15177,65.15,
EDGE,579,80,13189,33.59,
EDGE,401,925,6304,2.19,
EDGE,24,373,13090,56.63,
EDGE,427,554,10427,42.14,
EDGE,587,660,15166,76.53,
EDGE,201,661,16294,60.31,
EDGE,413,205,12802,89.67,
EDGE,806,792,9551,49.44,
EDGE,59,940,14678,74.71,
EDGE,21,98,8762,42.65,
EDGE,222,972,18682,14.21,
EDGE,371,39,5506,44.04,
EDGE,638,54,5013,37.97,
EDGE,497,544,4506,89.84,
EDGE,865,84,12823,20.49,
EDGE,705,438,9389,82.3,
EDGE,957,484,3161,76.78,
EDGE,141,257,10719,32.13,
EDGE,327,476,12240,82.46,
EDGE,171,507,6747,69.38,
EDGE,202,220,13255,56.32,
EDGE,736,543,15257,3.03,
EDGE,941,591,7579,97.67,
EDGE,857,396,7016,26.92,
EDGE,409,638,12208,19.37,
EDGE,547,390,3698,38.27,
EDGE,404,597,19969,92.85,
EDGE,943,653,13632,97.53,
EDGE,192,268,8650,74.4,
EDGE,486,752,3273,62.99,
EDGE,720,47,7988,55.26,
EDGE,635,734,8948,21.6,
EDGE,712,829,2859,58.66,
EDGE,30,149,13558,27.5,
EDGE,710,836,12914,8.26,
EDGE,974,334,11410,17.26,
EDGE,206,610,17242,84.2,
EDGE,966,936,5616,79.9,
EDGE,156,65,19256,4.16,
EDGE,117,211,19554,84.29,
EDGE,911,887,5887,13.07,
EDGE,732,258,4141,54.46,
EDGE,919,954,17901,7.9,
EDGE,498,157,22524,28.34,
EDGE,593,442,15031,60.66,
EDGE,335,43,16556,24.1,
EDGE,379,329,4243,97.22,
EDGE,613,865,19502,53.56,
EDGE,877,127,3131,61.41,
EDGE,896,251,13984,8.19,
EDGE,534,701,13437,43.94,
EDGE,80,716,4964,23.14,
EDGE,123,522,15054,51.99,
EDGE,842,519,7314,84.85,
EDGE,327,274,11521,22.27,
EDGE,829,249,8337,26.32,
EDGE,221,626,6728,31.19,
EDGE,201,161,15890,36.59,
EDGE,206,75,6650,72.57,
EDGE,613,642,11730,13.11,
EDGE,996,841,6220,1.59,
EDGE,306,371,8299,10.04,
EDGE,986,292,15584,54.56,
EDGE,425,414,13523,10.28,
EDGE,761,734,13596,10.99,
EDGE,87,902,3049,73.91,
EDGE,403,262,20721,15.65,
EDGE,783,527,12867,96.63,
EDGE,797,681,3949,98.68,
EDGE,518,964,4995,96.26,
EDGE,899,462,8244,58.94,
EDGE,779,853,16544,90.35,
EDGE,945,826,11241,89.4,
EDGE,753,583,16231,75.15,
EDGE,36,791,8338,41.8,
EDGE,924,452,4393,98.56,
EDGE,210,712,16513,53.25,
EDGE,996,486,12156,54.94,
EDGE,814,393,6356,99.76,
EDGE,877,891,11658,32.94,
EDGE,589,587,8985,56.33,
EDGE,816,788,11078,37.41,
EDGE,543,103,12504,25.78,
EDGE,864,102,15591,81.59,
EDGE,846,142,12858,16.76,
EDGE,406,85,12258,56.69,
EDGE,454,698,6399,39.53,
EDGE,934,512,6439,11.71,
EDGE,282,485,10956,94.98,
EDGE,448,155,5843,54.05,
EDGE,593,767,1250,74.25,
EDGE,391,996,11786,53.49,
EDGE,987,648,8090,28.12,
EDGE,335,292,7425,32.52,
EDGE,859,896,8315,77.57,
EDGE,177,766,14752,46.15,
EDGE,690,587,3017,2.29,
EDGE,324,316,15741,30.24,
EDGE,428,626,15283,54.15,
EDGE,606,728,11316,80.52,
EDGE,488,271,20907,75.31,
EDGE,899,501,12231,10.78,
EDGE,543,298,11451,6.02,
EDGE,26,544,11955,52.11,
EDGE,424,791,12946,15.62,
EDGE,531,220,9909,60.86,
EDGE,47,37,3851,99.01,
EDGE,103,740,16121,11.95,
EDGE,67,998,11896,86.43,
EDGE,202,411,5439,28.48,
EDGE,537,384,11849,98.45,
EDGE,913,738,10220,86.49,
EDGE,22,642,17833,90.72,
EDGE,390,75,12231,39.82,
EDGE,894,961,13616,54.33,
EDGE,41,133,11163,74.79,
EDGE,37,915,9265,75.74,
EDGE,230,930,4100,15.58,
EDGE,639,565,15550,49.32,
EDGE,65,631,7752,74.05,
EDGE,875,643,3756,19.43,
EDGE,889,388,22612,34.72,
EDGE,994,663,16757,67.13,
EDGE,414,179,7620,28.27,
EDGE,316,36,6908,81.8,
EDGE,361,432,14862,8.79,
EDGE,281,994,13719,94.61,
EDGE,213,939,10042,74.6,
EDGE,856,804,8447,42.9,
EDGE,317,26,15948,56.18,
EDGE,819,321,15960,79.9,
EDGE,945,400,5547,64.98,
EDGE,569,240,4087,48.35,
EDGE,435,692,17327,50.2,
EDGE,627,691,2285,53.78,
EDGE,295,54,21838,86.77,
EDGE,298,205,8930,41.08,
EDGE,515,930,15231,39.66,
EDGE,827,23,15243,84.76,
EDGE,618,127,11819,80.91,
EDGE,42,164,14950,99.28,
EDGE,406,706,10930,44.63,
EDGE,894,540,14957,97.01,
EDGE,208,523,2797,65.58,
EDGE,526,953,5352,70.75,
EDGE,42,759,13112,26.71,
EDGE,826,586,697,18.39,
EDGE,149,498,10845,72.56,
EDGE,29,890,10921,38.9,
EDGE,175,382,20286,14.16,
EDGE,635,64,18090,62.44,
EDGE,279,118,11682,28.43,
EDGE,837,624,8352,49.27,
EDGE,483,212,14257,33.09,
EDGE,897,616,13182,61.83,
EDGE,285,799,9596,59.94,
EDGE,72,371,11815,92.21,
EDGE,936,259,7856,65.67,
EDGE,281,793,12918,64.07,
EDGE,481,36,13067,70.06,
EDGE,108,390,11340,77.07,
EDGE,617,937,11956,4.1,
EDGE,773,98,1405,93.97,
EDGE,882,465,17804,72.61,
EDGE,636,625,9156,87.41,
EDGE,892,84,17694,29.8,
EDGE,455,354,11392,74.95,
EDGE,256,558,21216,52.68,
EDGE,774,734,12688,36.55,
EDGE,308,580,15093,32.49,
EDGE,314,372,2564,5.27,
EDGE,478,165,17038,61.91,
EDGE,587,633,10173,36.82,
EDGE,458,770,10586,23.08,
EDGE,548,63,16450,19.63,
EDGE,169,538,12635,20.08,
EDGE,560,670,10077,49.02,
EDGE,258,93,14973,96.14,
EDGE,783,731,16353,24.55,
EDGE,332,297,10651,14.34,
EDGE,393,440,7974,2.64,
EDGE,801,79,6260,28.7,
EDGE,88,469,3529,55.7,
EDGE,117,297,5840,49.89,
EDGE,969,503,3247,58.27,
EDGE,264,272,15419,67.62,
EDGE,711,527,17930,31.89,
EDGE,737,464,7602,82.6,
EDGE,822,89,9321,47.33,
EDGE,752,823,3239,69.77,
EDGE,180,227,4943,60.57,
EDGE,457,168,10725,73.38,
EDGE,753,492,16400,18.45,
EDGE,985,612,10453,74.38,
EDGE,64,314,14754,71.9,
EDGE,89,805,13073,97.54,
EDGE,574,158,6866,42.72,
EDGE,493,306,14267,49.61,
EDGE,820,127,5009,75.28,
EDGE,762,627,12532,89.55,
EDGE,111,211,8327,86.64,
EDGE,411,525,16270,57.73,
EDGE,909,463,9913,19.42,
EDGE,901,252,6224,50.04,
EDGE,818,528,5449,56.98,
EDGE,117,384,3993,17.35,
EDGE,659,456,17330,49.45,
EDGE,382,116,11135,1.81,
EDGE,357,579,12501,56.07,
EDGE,978,400,10946,28.65,
EDGE,996,157,6909,38.86,
EDGE,986,560,14751,24.34,
EDGE,864,342,10525,82.64,
EDGE,456,457,21899,42.41,
EDGE,131,503,17962,16.46,
EDGE,66,12,12976,41.11,
EDGE,474,447,17260,29.41,
EDGE,838,490,12258,80.07,
EDGE,191,860,14490,81.53,
EDGE,641,417,3758,11.36,
EDGE,330,44,12093,13.28,
EDGE,567,554,12107,93.57,
EDGE,943,769,8753,93.79,
EDGE,571,347,17041,63.35,
EDGE,78,139,14147,49.61,
EDGE,864,961,1850,29.52,
EDGE,808,400,21421,12.48,
EDGE,754,573,3099,1.58,
EDGE,892,68,13836,45.65,
EDGE,879,835,11000,84.15,
EDGE,305,337,2190,9.89,
EDGE,514,454,12535,63.33,
EDGE,241,212,2506,74.81,
EDGE,136,926,9896,58.7,
EDGE,437,260,13396,80.03,
EDGE,661,973,7123,9.72,
EDGE,48,223,7184,2.3,
EDGE,993,409,12429,46.08,
EDGE,642,259,10650,51.82,
EDGE,944,338,24571,71.42,
EDGE,825,8,4660,8.37,
EDGE,305,566,12604,29.31,
EDGE,447,809,595,77.1,
EDGE,975,263,11113,19.36,
EDGE,588,643,11443,20.8,
EDGE,353,8,2734,98.36,
EDGE,361,657,14642,28.57,
EDGE,284,774,13289,85.97,
EDGE,204,893,10539,24.83,
EDGE,454,823,6998,4.69,
EDGE,94,565,4594,98.92,
EDGE,574,482,8872,6.06,
EDGE,69,890,15405,84.06,
EDGE,901,349,13021,45.68,
EDGE,328,196,16542,8.94,
EDGE,977,890,3600,2.78,
EDGE,66,930,4579,11.2,
EDGE,286,569,8759,65.11,
EDGE,716,284,13218,69.0,
EDGE,872,329,17523,28.04,
EDGE,387,641,6529,59.18,
EDGE,177,961,6476,41.64,
EDGE,314,628,19375,35.66,
EDGE,623,337,25042,40.08,
EDGE,936,494,16797,9.0,
EDGE,576,764,5462,33.53,
EDGE,835,961,9777,32.78,
EDGE,861,373,12237,52.72,
EDGE,14,349,16016,60.71,
EDGE,201,23,10516,88.4,
EDGE,377,727,11620,50.5,
EDGE,310,525,13456,52.08,
EDGE,718,192,13793,91.02,
EDGE,347,107,7554,98.68,
EDGE,725,872,13536,28.93,
EDGE,959,888,15113,75.79,
EDGE,647,574,11285,20.03,
EDGE,37,921,9112,70.37,
EDGE,554,503,10564,29.37,
EDGE,180,558,11761,26.23,
EDGE,257,667,12161,29.35,
EDGE,998,395,2218,16.49,
EDGE,941,923,3427,26.24,
EDGE,429,724,14597,10.69,
EDGE,22,952,5571,87.7,
EDGE,523,872,7461,29.93,
EDGE,594,205,5779,55.4,
EDGE,91,871,9939,34.94,
EDGE,515,680,6491,47.08,
EDGE,375,479,16109,6.78,
EDGE,599,93,11299,56.38,
EDGE,593,32,7800,38.52,
EDGE,467,368,4800,59.7,
EDGE,25,409,5563,54.28,
EDGE,522,973,9361,44.64,
EDGE,752,999,20323,12.43,
EDGE,507,802,10281,52.01,
EDGE,360,787,11910,54.16,
EDGE,341,659,12177,41.9,
EDGE,665,82,7864,49.99,
EDGE,27,32,11044,86.86,
EDGE,825,756,3405,89.17,
EDGE,236,395,8570,17.77,
EDGE,472,2,8164,75.8,
EDGE,592,352,11684,86.55,
EDGE,920,619,6649,34.71,
EDGE,88,808,16483,56.85,
EDGE,615,196,9510,44.83,
EDGE,916,938,9527,72.05,
EDGE,256,177,16664,49.32,
EDGE,480,726,14436,80.15,
EDGE,177,303,3189,28.45,
EDGE,267,392,6092,61.1,
EDGE,652,267,5264,21.29,
EDGE,76,234,10382,81.86,
EDGE,350,781,12741,77.06,
EDGE,770,510,12601,37.13,
EDGE,910,642,6841,25.54,
EDGE,924,315,17945,5.49,
EDGE,507,141,15997,34.56,
EDGE,90,736,918,75.63,
EDGE,276,361,13302,2.66,
EDGE,203,365,9322,39.96,
EDGE,521,313,7661,96.29,
EDGE,137,167,16425,31.25,
EDGE,451,696,9234,34.51,
EDGE,234,43,19799,67.37,
EDGE,530,314,4435,2.83,
EDGE,949,702,11551,66.18,
EDGE,794,734,7065,6.11,
EDGE,715,443,14809,85.72,
EDGE,726,683,8264,35.98,
EDGE,789,989,15177,7.69,
EDGE,978,682,11628,89.06,
EDGE,634,967,6175,17.23,
EDGE,550,348,12822,46.56,
EDGE,776,136,16366,81.68,
EDGE,141,832,4552,36.66,
EDGE,322,320,15437,40.36,
EDGE,19,15,11553,20.42,
EDGE,892,208,9640,81.79,
EDGE,224,971,16955,53.82,
EDGE,653,273,1550,8.87,
EDGE,473,874,15522,89.82,
EDGE,155,136,8214,71.66,
EDGE,883,480,7141,4.14,
EDGE,40,698,4423,21.97,
EDGE,758,547,14307,80.21,
EDGE,78,583,4657,9.6,
EDGE,701,759,15432,67.13,
EDGE,819,887,18011,68.53,
EDGE,475,589,7056,38.08,
EDGE,520,399,2824,32.36,
EDGE,226,335,10386,50.47,
EDGE,459,396,6764,73.34,
EDGE,426,65,14585,1.47,
EDGE,847,37,11727,31.82,
EDGE,133,361,9154,28.98,
EDGE,388,674,17816,61.9,
EDGE,872,7,2406,24.96,
EDGE,301,735,19714,17.74,
EDGE,894,945,18788,87.8,
EDGE,927,856,7058,85.72,
EDGE,805,71,8191,20.72,
EDGE,125,874,9606,58.07,
EDGE,884,206,19484,94.59,
EDGE,854,986,19091,40.0,
EDGE,786,991,10877,15.99,
EDGE,151,185,18906,43.68,
EDGE,740,848,5142,93.05,
EDGE,606,99,10528,88.04,
EDGE,880,829,14069,86.26,
EDGE,410,365,17009,73.13,
EDGE,564,719,14411,19.47,
EDGE,585,552,5986,11.15,
EDGE,432,844,7978,57.3,
EDGE,54,581,12730,98.69,
EDGE,136,18,4959,21.97,
EDGE,941,92,12601,58.69,
EDGE,549,579,8969,62.19,
EDGE,699,74,4820,4.02,
EDGE,45,421,8916,19.86,
EDGE,70,852,5695,23.99,
EDGE,309,551,12573,1.64,
EDGE,865,27,4420,53.32,
EDGE,344,820,16866,18.68,
EDGE,912,604,23878,73.1,
EDGE,178,337,17466,46.29,
EDGE,260,555,12183,37.71,
EDGE,448,977,19215,15.89,
EDGE,627,374,5160,71.32,
EDGE,220,902,13584,13.33,
EDGE,909,963,11321,8.08,
EDGE,507,296,16422,79.69,
EDGE,470,255,16751,28.21,
EDGE,598,701,3858,5.27,
EDGE,958,346,5901,74.75,
EDGE,699,937,12499,97.31,
EDGE,603,355,4296,43.93,
EDGE,534,577,9326,71.56,
EDGE,510,48,7183,96.27,
EDGE,701,162,12319,33.85,
EDGE,233,792,1803,32.95,
EDGE,875,200,12063,35.88,
EDGE,132,439,9124,87.31,
EDGE,574,653,18207,47.18,
EDGE,408,749,15700,61.71,
EDGE,3,714,9688,38.14,
EDGE,38,596,8526,42.39,
EDGE,792,960,4258,10.95,
EDGE,598,456,7854,59.1,
EDGE,638,484,3130,92.13,
EDGE,831,689,3591,45.95,
EDGE,454,988,17078,26.52,
EDGE,774,711,12427,87.85,
EDGE,48,801,6468,78.56,
EDGE,68,667,13014,25.12,
EDGE,931,926,15873,89.41,
EDGE,30,945,4865,31.9,
EDGE,900,608,12184,26.76,
EDGE,914,959,3386,49.8,
EDGE,486,865,10170,17.34,
EDGE,279,168,6515,51.93,
EDGE,963,407,11765,34.82,
EDGE,501,752,8493,34.28,
EDGE,578,180,8134,24.95,
EDGE,128,607,4977,53.23,
EDGE,759,639,8273,15.66,
EDGE,613,597,8675,90.44,
EDGE,57,523,10080,39.56,
EDGE,548,771,11551,10.55,
EDGE,495,774,18522,83.29,
EDGE,586,978,7386,11.68,
EDGE,566,386,16999,37.45,
EDGE,129,197,19719,16.11,
EDGE,209,344,16383,27.17,
EDGE,887,672,5846,34.73,
EDGE,899,81,14395,52.47,
EDGE,42,848,8943,9.0,
EDGE,666,625,7537,9.48,
EDGE,696,268,17371,74.62,
EDGE,959,235,9166,46.12,
EDGE,168,388,4494,79.24,
EDGE,858,94,10577,24.26,
EDGE,670,528,1623,83.21,
EDGE,96,330,12799,63.4,
EDGE,778,756,14050,53.37,
EDGE,676,809,7490,58.42,
EDGE,609,119,7520,8.8,
EDGE,66,683,14896,19.77,
EDGE,937,148,4380,31.34,
EDGE,394,458,11578,84.3,
EDGE,754,447,12190,17.21,
EDGE,418,31,3351,5.66,
EDGE,122,637,3688,16.22,
EDGE,202,948,8646,62.59,
EDGE,944,782,11184,70.11,
EDGE,672,947,13047,39.38,
EDGE,354,963,4597,31.9,
EDGE,585,11,14275,45.74,
EDGE,989,83,7551,69.83,
EDGE,59,199,14551,67.6,
EDGE,92,128,14492,78.32,
EDGE,134,221,8816,6.06,
EDGE,351,544,7143,26.23,
EDGE,392,565,16808,38.01,
EDGE,172,701,10488,21.21,
EDGE,280,912,5686,67.39,
EDGE,55,553,14029,32.84,
EDGE,267,975,9835,97.04,
EDGE,747,835,15733,57.51,
EDGE,359,378,4551,4.45,
EDGE,176,354,15620,80.45,
EDGE,315,460,13134,66.08,
EDGE,708,682,2924,39.42,
EDGE,144,234,11644,82.3,
EDGE,344,383,10785,4.99,
EDGE,312,847,4543,67.75,
EDGE,197,350,17077,28.09,
EDGE,366,120,12925,64.41,
EDGE,162,627,7665,88.01,
EDGE,841,317,13959,68.92,
EDGE,969,216,11874,53.0,
EDGE,930,130,4114,26.66,
EDGE,756,583,7422,71.46,
EDGE,414,141,13857,98.5,
EDGE,495,815,13419,41.01,
EDGE,108,965,13750,52.01,
EDGE,37,555,13182,96.02,
EDGE,76,274,14890,30.26,
EDGE,781,486,7334,95.43,
EDGE,883,508,1125,17.99,
EDGE,284,910,6403,87.29,
EDGE,372,571,5243,21.47,
EDGE,867,604,10707,70.69,
EDGE,698,659,11866,86.55,
EDGE,886,335,8783,75.8,
EDGE,825,808,14647,71.03,
EDGE,737,463,5725,95.75,
EDGE,304,848,4778,81.78,
EDGE,637,826,8849,12.36,
EDGE,188,170,6283,27.83,
EDGE,974,285,6971,65.56,
EDGE,391,749,16755,64.04,
EDGE,298,41,11387,19.52,
EDGE,1,969,11055,35.01,
EDGE,764,638,4133,49.02,
EDGE,263,40,8721,79.23,
EDGE,782,957,10806,30.32,
EDGE,291,733,5708,67.62,
EDGE,97,94,3371,77.57,
EDGE,149,118,18254,56.68,
EDGE,993,843,13356,68.85,
EDGE,26,208,9160,31.79,
EDGE,369,929,7931,41.99,
EDGE,692,385,9370,57.92,
EDGE,751,130,16594,41.79,
EDGE,887,792,15892,21.02,
EDGE,869,85,4437,25.8,
EDGE,870,14,11407,33.29,
EDGE,347,146,6081,70.92,
EDGE,2,294,10613,66.66,
EDGE,672,489,13167,76.07,
EDGE,577,465,21079,81.5,
EDGE,59,615,10904,21.26,
EDGE,160,250,7640,46.74,
EDGE,400,202,11608,88.11,
EDGE,70,913,18227,64.89,
EDGE,646,567,13157,16.65,
EDGE,134,110,9003,86.42,
EDGE,214,384,6715,64.95,
EDGE,628,681,11829,68.26,
EDGE,869,206,3793,98.4,
EDGE,741,536,4951,72.41,
EDGE,152,322,7443,25.45,
EDGE,653,674,7070,50.93,
EDGE,883,406,4242,87.1,
EDGE,193,415,5294,97.18,
EDGE,208,237,14928,22.19,
EDGE,988,379,6578,84.48,
EDGE,272,521,8123,76.7,
EDGE,365,339,12040,96.7,
EDGE,770,305,18299,39.84,
EDGE,290,805,14473,81.95,
EDGE,592,449,13921,72.77,
EDGE,156,528,12377,40.16,
EDGE,957,973,6027,55.72,
EDGE,774,41,16500,75.46,
EDGE,205,895,870,4.94,
EDGE,462,926,6950,67.71,
EDGE,642,522,15223,99.04,
EDGE,599,951,12855,89.09,
EDGE,211,824,9688,49.52,
EDGE,247,573,10331,77.98,
EDGE,438,550,8736,71.36,
EDGE,926,537,5649,5.36,
EDGE,810,991,6138,92.87,
EDGE,207,842,4229,83.49,
EDGE,969,250,9732,19.93,
EDGE,980,197,11052,75.53,
EDGE,461,727,5862,91.1,
EDGE,18,834,12442,53.55,
EDGE,280,82,12785,99.94,
EDGE,132,517,8170,24.14,
EDGE,848,961,14668,75.32,
EDGE,394,395,14908,69.54,
EDGE,763,514,5654,75.36,
EDGE,579,778,3195,66.64,
EDGE,181,880,9015,30.45,
EDGE,235,559,10398,23.16,
EDGE,124,877,4760,44.59,
EDGE,639,307,10258,46.57,
EDGE,690,726,5056,34.33,
EDGE,985,444,2230,36.56,
EDGE,757,371,17516,4.1,
EDGE,772,964,6229,68.15,
EDGE,133,660,11697,41.12,
EDGE,292,778,20608,6.66,
EDGE,653,269,5000,83.75,
EDGE,840,343,6610,83.39,
EDGE,63,426,6010,26.38,
EDGE,711,992,4131,14.46,
EDGE,438,891,12606,25.74,
EDGE,100,909,12918,79.91,
EDGE,413,78,2683,7.69,
EDGE,422,843,7744,74.1,
EDGE,548,126,9879,43.16,
EDGE,952,710,9689,53.58,
EDGE,56,792,11510,16.54,
EDGE,578,497,3859,97.15,
EDGE,926,10,17512,18.12,
EDGE,68,75,9046,4.95,
EDGE,529,425,18146,24.13,
EDGE,779,924,7063,76.68,
EDGE,432,890,8954,95.32,
EDGE,628,367,11528,81.86,
EDGE,541,740,17395,50.87,
EDGE,18,108,5400,79.49,
EDGE,676,281,4262,77.81,
EDGE,913,132,8989,69.26,
EDGE,791,646,18739,53.57,
EDGE,885,135,13982,54.45,
EDGE,121,180,15749,58.32,
EDGE,539,779,12018,12.19,
EDGE,617,36,10577,40.59,
EDGE,635,620,9391,25.98,
EDGE,966,849,13888,66.71,
EDGE,966,939,8347,20.66,
EDGE,128,526,6419,35.66,
EDGE,484,768,6244,32.87,
EDGE,580,197,5239,83.0,
EDGE,949,99,17821,3.71,
EDGE,133,76,7361,62.39,
EDGE,822,680,14109,37.35,
EDGE,1,449,16795,4.57,
EDGE,918,260,5233,99.18,
EDGE,367,2,4082,33.45,
EDGE,149,628,8749,41.88,
EDGE,209,25,6831,69.46,
EDGE,831,936,11522,96.79,
EDGE,696,736,9964,27.3,
EDGE,1,606,10874,29.93,
EDGE,639,802,21387,98.21,
EDGE,921,165,6686,96.68,
EDGE,860,153,2279,67.2,
EDGE,759,393,14566,61.3,
EDGE,71,180,13352,90.66,
EDGE,201,392,5803,24.37,
EDGE,56,793,6313,74.72,
EDGE,257,206,11547,91.03,
EDGE,500,476,19295,43.73,
EDGE,86,224,17720,64.87,
EDGE,50,873,5638,61.02,
EDGE,240,243,19827,12.98,
EDGE,210,857,10298,78.15,
EDGE,737,435,12728,25.99,
EDGE,904,388,6244,77.95,
EDGE,152,906,6740,25.13,
EDGE,170,296,13436,2.78,
EDGE,457,210,18079,39.29,
EDGE,575,935,5885,36.82,
EDGE,467,988,15932,28.09,
EDGE,141,567,10538,14.16,
EDGE,380,490,17354,98.46,
EDGE,963,356,8941,77.02,
EDGE,69,981,16694,76.35,
EDGE,488,902,11644,32.84,
EDGE,496,248,8444,77.8,
EDGE,916,198,17560,1.47,
EDGE,623,558,10649,89.16,
EDGE,304,754,10443,6.42,
EDGE,35,128,19800,14.04,
EDGE,523,180,15669,77.56,
EDGE,451,224,6030,55.75,
EDGE,145,204,2366,76.53,
EDGE,948,714,13781,73.11,
EDGE,644,1,11587,86.35,
EDGE,122,634,15964,26.53,
EDGE,853,625,6216,75.48,
EDGE,719,92,9047,59.51,
EDGE,346,261,14037,84.59,
EDGE,817,623,3977,60.35,
EDGE,435,362,13917,58.73,
EDGE,895,756,4713,63.52,
EDGE,362,775,15476,6.99,
EDGE,383,297,4698,57.49,
EDGE,987,738,10831,48.12,
EDGE,333,811,13206,65.66,
EDGE,743,853,14632,15.15,
EDGE,490,175,7298,9.0,
EDGE,148,22,7571,83.59,
EDGE,196,324,7741,74.3,
EDGE,606,608,6069,46.67,
EDGE,670,230,3189,34.51,
EDGE,818,214,13494,56.76,
EDGE,27,200,3262,54.05,
EDGE,673,281,14787,42.91,
EDGE,328,954,13813,31.11,
EDGE,352,453,14349,61.36,
EDGE,283,77,3420,13.62,
EDGE,144,997,15833,19.91,
EDGE,695,590,10919,93.06,
EDGE,913,679,6785,15.49,
EDGE,537,415,13220,11.37,
EDGE,814,995,13267,25.26,
EDGE,282,719,6057,9.16,
EDGE,81,658,11021,44.42,
EDGE,219,70,12776,41.03,
EDGE,132,153,12130,26.52,
EDGE,638,361,10999,99.27,
EDGE,587,283,8761,7.07,
EDGE,707,580,4713,56.15,
EDGE,897,971,13710,65.0,
EDGE,679,116,8305,8.19,
EDGE,796,60,7819,22.59,
EDGE,737,801,12748,73.9,
EDGE,847,719,3955,67.97,
EDGE,361,52,14596,39.17,
EDGE,131,130,13313,12.46,
EDGE,20,489,11355,46.05,
EDGE,279,143,9894,40.39,
EDGE,395,784,15284,22.5,
EDGE,860,609,18884,12.18,
EDGE,94,755,11381,90.18,
EDGE,243,231,851,23.25,
EDGE,87,369,10067,49.27,
EDGE,306,699,5542,99.08,
EDGE,574,696,14382,97.78,
EDGE,239,913,8583,5.75,
EDGE,534,179,1727,71.36,
EDGE,69,268,16878,33.06,
EDGE,889,584,6587,97.51,
EDGE,791,27,10203,62.03,
EDGE,604,268,7824,60.86,
EDGE,942,403,12617,78.9,
EDGE,211,26,16635,43.54,
EDGE,60,184,4583,67.52,
EDGE,404,489,18591,75.81,
EDGE,340,65,6885,74.94,
EDGE,547,988,9094,50.66,
EDGE,911,258,11712,84.26,
EDGE,299,321,3886,92.71,
EDGE,445,303,9352,31.16,
EDGE,524,552,14122,93.12,
EDGE,249,82,6902,98.66,
EDGE,893,79,7328,34.44,
EDGE,182,948,11069,42.32,
EDGE,245,330,17130,20.15,
EDGE,957,156,15155,14.67,
EDGE,557,221,7773,56.82,
EDGE,729,397,16516,90.5,
EDGE,259,976,12695,84.33,
EDGE,267,652,5430,50.3,
EDGE,193,200,13637,90.38,
EDGE,679,501,10494,91.15,
EDGE,84,988,16449,48.24,
EDGE,916,887,17641,92.57,
EDGE,685,885,9208,31.02,
EDGE,242,695,12909,98.7,
EDGE,551,423,7703,3.94,
EDGE,437,827,18413,27.66,
EDGE,785,626,14327,78.94,
EDGE,820,299,15856,48.04,
EDGE,257,911,4956,44.2,
EDGE,397,548,15965,59.09,
EDGE,189,510,9621,78.59,
EDGE,203,735,17299,91.69,
EDGE,302,251,17487,91.81,
EDGE,864,802,6617,4.03,
EDGE,442,632,15661,62.05,
EDGE,246,48,11813,29.51,
EDGE,926,471,10320,34.27,
EDGE,771,593,12529,74.43,
EDGE,245,132,14057,90.34,
EDGE,718,619,11074,52.35,
EDGE,308,988,13708,1.7,
EDGE,420,955,17032,46.95,
EDGE,807,802,6209,38.41,
EDGE,377,30,16906,35.17,
EDGE,880,628,5899,48.14,
EDGE,620,753,9232,79.18,
EDGE,609,920,11927,21.17,
EDGE,619,578,4413,7.41,
