command,u,v,transport_cost,line_capacity,item_id,source_x,source_y,mass,energy_density,pickup_cost,digester_id,time_slot,timeslot_capacity,extra
EDGE,291,253,443.68,51,,,,,,,,,,
EDGE,36,494,85.5,157,,,,,,,,,,
EDGE,93,427,443.65,92,,,,,,,,,,
EDGE,488,8,120.16,86,,,,,,,,,,
EDGE,414,351,201.73,185,,,,,,,,,,
EDGE,78,251,397.43,167,,,,,,,,,,
EDGE,419,186,44.46,125,,,,,,,,,,
EDGE,489,358,179.65,57,,,,,,,,,,
EDGE,147,431,112.93,57,,,,,,,,,,
EDGE,376,114,355.93,83,,,,,,,,,,
EDGE,423,28,222.64,130,,,,,,,,,,
EDGE,84,420,417.75,141,,,,,,,,,,
EDGE,381,331,379.52,123,,,,,,,,,,
EDGE,214,341,276.97,99,,,,,,,,,,
EDGE,164,442,70.99,134,,,,,,,,,,
EDGE,39,185,40.19,113,,,,,,,,,,
EDGE,288,373,155.61,195,,,,,,,,,,
EDGE,151,11,27.79,154,,,,,,,,,,
EDGE,370,423,282.65,93,,,,,,,,,,
EDGE,166,130,277.33,92,,,,,,,,,,
EDGE,342,295,129.59,196,,,,,,,,,,
EDGE,125,137,243.26,140,,,,,,,,,,
EDGE,402,318,59.51,59,,,,,,,,,,
EDGE,359,260,437.64,70,,,,,,,,,,
EDGE,132,425,269.97,137,,,,,,,,,,
EDGE,336,66,242.53,137,,,,,,,,,,
EDGE,399,228,476.91,96,,,,,,,,,,
EDGE,187,173,21.0,99,,,,,,,,,,
EDGE,163,178,34.7,150,,,,,,,,,,
EDGE,352,96,384.32,169,,,,,,,,,,
EDGE,395,166,170.05,63,,,,,,,,,,
EDGE,198,483,443.07,121,,,,,,,,,,
EDGE,402,300,150.96,187,,,,,,,,,,
EDGE,329,245,259.2,80,,,,,,,,,,
EDGE,332,311,367.03,81,,,,,,,,,,
EDGE,364,252,462.62,160,,,,,,,,,,
EDGE,334,419,91.78,106,,,,,,,,,,
EDGE,394,143,99.82,87,,,,,,,,,,
EDGE,277,382,247.75,87,,,,,,,,,,
EDGE,96,445,209.45,59,,,,,,,,,,
EDGE,204,114,197.79,149,,,,,,,,,,
EDGE,267,476,179.78,63,,,,,,,,,,
EDGE,325,440,224.03,64,,,,,,,,,,
EDGE,380,12,302.12,91,,,,,,,,,,
EDGE,304,220,266.75,89,,,,,,,,,,
EDGE,257,328,18.24,142,,,,,,,,,,
EDGE,122,225,325.0,188,,,,,,,,,,
EDGE,71,219,50.73,90,,,,,,,,,,
EDGE,381,205,382.76,80,,,,,,,,,,
EDGE,339,235,458.63,114,,,,,,,,,,
EDGE,254,495,406.38,200,,,,,,,,,,
EDGE,299,354,77.14,50,,,,,,,,,,
EDGE,101,102,427.58,136,,,,,,,,,,
EDGE,169,164,313.3,60,,,,,,,,,,
EDGE,118,412,92.93,91,,,,,,,,,,
EDGE,223,409,29.37,62,,,,,,,,,,
EDGE,358,325,304.16,137,,,,,,,,,,
EDGE,370,37,456.31,154,,,,,,,,,,
EDGE,492,415,211.66,135,,,,,,,,,,
EDGE,210,124,299.17,100,,,,,,,,,,
EDGE,463,458,62.29,150,,,,,,,,,,
EDGE,57,58,37.35,120,,,,,,,,,,
EDGE,269,391,192.4,76,,,,,,,,,,
EDGE,235,216,209.86,50,,,,,,,,,,
EDGE,450,307,148.01,93,,,,,,,,,,
EDGE,354,355,34.11,104,,,,,,,,,,
EDGE,345,16,52.3,169,,,,,,,,,,
EDGE,126,120,323.6,68,,,,,,,,,,
EDGE,343,70,53.77,187,,,,,,,,,,
EDGE,372,456,237.44,101,,,,,,,,,,
EDGE,100,166,296.38,174,,,,,,,,,,
EDGE,215,435,194.68,88,,,,,,,,,,
EDGE,310,99,249.64,82,,,,,,,,,,
EDGE,258,249,189.07,129,,,,,,,,,,
EDGE,285,51,382.59,56,,,,,,,,,,
EDGE,247,222,471.71,60,,,,,,,,,,
EDGE,289,497,233.66,167,,,,,,,,,,
EDGE,86,80,260.17,80,,,,,,,,,,
EDGE,264,96,258.11,59,,,,,,,,,,
EDGE,454,222,204.3,195,,,,,,,,,,
EDGE,381,62,58.61,172,,,,,,,,,,
EDGE,72,17,88.45,70,,,,,,,,,,
EDGE,494,265,102.18,108,,,,,,,,,,
EDGE,56,295,74.94,136,,,,,,,,,,
EDGE,459,184,401.72,66,,,,,,,,,,
EDGE,110,223,71.6,118,,,,,,,,,,
EDGE,415,274,230.92,186,,,,,,,,,,
EDGE,210,272,273.19,147,,,,,,,,,,
EDGE,308,228,134.18,143,,,,,,,,,,
EDGE,97,19,148.45,151,,,,,,,,,,
EDGE,313,253,193.91,140,,,,,,,,,,
EDGE,62,472,164.57,163,,,,,,,,,,
EDGE,329,310,355.98,119,,,,,,,,,,
EDGE,367,192,233.2,142,,,,,,,,,,
EDGE,229,346,399.87,120,,,,,,,,,,
EDGE,23,328,211.48,181,,,,,,,,,,
EDGE,46,467,336.54,200,,,,,,,,,,
EDGE,435,215,286.35,53,,,,,,,,,,
EDGE,458,61,368.05,193,,,,,,,,,,
EDGE,357,174,20.41,93,,,,,,,,,,
EDGE,182,270,499.95,179,,,,,,,,,,
EDGE,145,163,478.36,200,,,,,,,,,,
EDGE,261,323,138.53,75,,,,,,,,,,
EDGE,2,423,110.65,91,,,,,,,,,,
EDGE,482,293,254.15,193,,,,,,,,,,
EDGE,39,491,33.8,101,,,,,,,,,,
EDGE,276,178,123.36,85,,,,,,,,,,
EDGE,485,34,358.38,153,,,,,,,,,,
EDGE,420,296,279.07,115,,,,,,,,,,
EDGE,482,61,173.11,92,,,,,,,,,,
EDGE,337,104,495.97,145,,,,,,,,,,
EDGE,410,164,216.55,65,,,,,,,,,,
EDGE,176,248,257.15,174,,,,,,,,,,
EDGE,314,55,126.33,122,,,,,,,,,,
EDGE,314,363,269.93,122,,,,,,,,,,
EDGE,291,294,434.62,131,,,,,,,,,,
EDGE,366,149,190.59,75,,,,,,,,,,
EDGE,222,57,59.36,103,,,,,,,,,,
EDGE,420,175,395.27,173,,,,,,,,,,
EDGE,171,55,375.78,154,,,,,,,,,,
EDGE,379,245,241.17,92,,,,,,,,,,
EDGE,227,478,257.37,51,,,,,,,,,,
EDGE,53,477,185.51,162,,,,,,,,,,
EDGE,210,315,367.48,97,,,,,,,,,,
EDGE,87,62,485.62,124,,,,,,,,,,
EDGE,158,163,166.7,196,,,,,,,,,,
EDGE,292,428,62.27,190,,,,,,,,,,
EDGE,187,114,166.47,163,,,,,,,,,,
EDGE,486,325,455.88,166,,,,,,,,,,
EDGE,457,116,246.6,170,,,,,,,,,,
EDGE,306,224,369.95,158,,,,,,,,,,
EDGE,256,408,26.19,138,,,,,,,,,,
EDGE,424,178,67.94,141,,,,,,,,,,
EDGE,485,128,428.71,148,,,,,,,,,,
EDGE,97,419,463.16,164,,,,,,,,,,
EDGE,108,140,360.36,194,,,,,,,,,,
EDGE,458,489,274.56,91,,,,,,,,,,
EDGE,104,283,202.49,170,,,,,,,,,,
EDGE,38,139,139.27,200,,,,,,,,,,
EDGE,312,308,412.07,65,,,,,,,,,,
EDGE,54,195,434.43,158,,,,,,,,,,
EDGE,47,149,324.09,70,,,,,,,,,,
EDGE,33,140,201.76,165,,,,,,,,,,
EDGE,119,391,35.7,68,,,,,,,,,,
EDGE,413,314,381.02,192,,,,,,,,,,
EDGE,326,498,267.65,199,,,,,,,,,,
EDGE,438,443,141.05,187,,,,,,,,,,
EDGE,425,467,323.5,142,,,,,,,,,,
EDGE,333,11,84.52,176,,,,,,,,,,
EDGE,297,46,134.75,88,,,,,,,,,,
EDGE,42,314,495.66,63,,,,,,,,,,
EDGE,275,228,348.56,151,,,,,,,,,,
EDGE,135,16,486.95,105,,,,,,,,,,
EDGE,442,283,329.36,188,,,,,,,,,,
EDGE,466,220,186.27,138,,,,,,,,,,
EDGE,135,271,246.6,163,,,,,,,,,,
EDGE,302,26,477.32,99,,,,,,,,,,
EDGE,63,235,166.6,107,,,,,,,,,,
EDGE,443,452,325.43,176,,,,,,,,,,
EDGE,295,24,377.51,97,,,,,,,,,,
EDGE,145,287,355.66,99,,,,,,,,,,
EDGE,12,57,328.04,170,,,,,,,,,,
EDGE,266,140,386.38,160,,,,,,,,,,
EDGE,372,429,46.86,146,,,,,,,,,,
EDGE,194,162,439.64,127,,,,,,,,,,
EDGE,196,345,126.04,164,,,,,,,,,,
EDGE,135,129,377.29,113,,,,,,,,,,
EDGE,330,340,316.11,190,,,,,,,,,,
EDGE,15,30,75.15,83,,,,,,,,,,
EDGE,345,442,251.0,57,,,,,,,,,,
EDGE,302,300,284.02,149,,,,,,,,,,
EDGE,226,20,414.74,52,,,,,,,,,,
EDGE,499,8,404.15,130,,,,,,,,,,
EDGE,466,83,197.72,195,,,,,,,,,,
EDGE,54,124,415.78,131,,,,,,,,,,
EDGE,412,6,361.66,181,,,,,,,,,,
EDGE,5,43,496.02,56,,,,,,,,,,
EDGE,302,320,158.7,161,,,,,,,,,,
EDGE,456,419,146.72,112,,,,,,,,,,
EDGE,88,307,130.84,176,,,,,,,,,,
EDGE,385,101,233.49,184,,,,,,,,,,
EDGE,155,232,353.42,92,,,,,,,,,,
EDGE,287,282,17.47,80,,,,,,,,,,
EDGE,125,462,195.06,179,,,,,,,,,,
EDGE,497,202,113.46,112,,,,,,,,,,
EDGE,176,221,348.43,175,,,,,,,,,,
EDGE,8,195,175.09,151,,,,,,,,,,
EDGE,265,330,452.48,178,,,,,,,,,,
EDGE,304,392,119.18,89,,,,,,,,,,
EDGE,270,271,130.81,151,,,,,,,,,,
EDGE,457,38,224.45,179,,,,,,,,,,
EDGE,484,394,232.26,83,,,,,,,,,,
EDGE,410,80,452.99,69,,,,,,,,,,
EDGE,374,63,111.42,110,,,,,,,,,,
EDGE,106,429,93.16,119,,,,,,,,,,
EDGE,100,490,239.85,58,,,,,,,,,,
EDGE,378,161,482.9,175,,,,,,,,,,
EDGE,181,381,186.06,175,,,,,,,,,,
EDGE,275,338,338.4,179,,,,,,,,,,
EDGE,488,78,71.58,106,,,,,,,,,,
EDGE,286,430,322.13,112,,,,,,,,,,
EDGE,77,20,353.11,77,,,,,,,,,,
EDGE,412,130,410.13,145,,,,,,,,,,
EDGE,39,116,216.27,183,,,,,,,,,,
EDGE,37,292,179.51,67,,,,,,,,,,
EDGE,154,325,364.16,123,,,,,,,,,,
EDGE,387,224,389.26,120,,,,,,,,,,
EDGE,340,107,90.45,159,,,,,,,,,,
EDGE,402,437,80.6,105,,,,,,,,,,
EDGE,43,146,290.13,90,,,,,,,,,,
EDGE,373,473,488.78,156,,,,,,,,,,
EDGE,140,306,132.73,78,,,,,,,,,,
EDGE,416,160,425.18,157,,,,,,,,,,
EDGE,165,130,29.4,97,,,,,,,,,,
EDGE,343,181,34.63,153,,,,,,,,,,
EDGE,447,368,404.53,74,,,,,,,,,,
EDGE,246,411,133.69,126,,,,,,,,,,
EDGE,30,360,15.92,162,,,,,,,,,,
EDGE,236,373,54.37,106,,,,,,,,,,
EDGE,314,351,328.82,105,,,,,,,,,,
EDGE,386,374,57.92,81,,,,,,,,,,
EDGE,362,303,360.93,184,,,,,,,,,,
EDGE,83,287,124.03,189,,,,,,,,,,
EDGE,395,429,107.57,96,,,,,,,,,,
EDGE,220,428,282.88,118,,,,,,,,,,
EDGE,289,327,227.38,138,,,,,,,,,,
EDGE,226,457,335.35,166,,,,,,,,,,
EDGE,178,160,184.29,133,,,,,,,,,,
EDGE,329,118,63.68,91,,,,,,,,,,
EDGE,460,140,138.86,67,,,,,,,,,,
EDGE,430,205,83.19,142,,,,,,,,,,
EDGE,109,328,51.43,104,,,,,,,,,,
EDGE,45,13,12.77,150,,,,,,,,,,
EDGE,341,292,178.3,171,,,,,,,,,,
EDGE,184,430,106.09,183,,,,,,,,,,
EDGE,472,54,447.57,100,,,,,,,,,,
EDGE,34,116,132.42,188,,,,,,,,,,
EDGE,471,459,250.64,167,,,,,,,,,,
EDGE,96,195,347.87,190,,,,,,,,,,
EDGE,204,282,116.82,104,,,,,,,,,,
EDGE,482,124,40.71,93,,,,,,,,,,
EDGE,18,23,177.95,71,,,,,,,,,,
EDGE,483,28,246.68,156,,,,,,,,,,
EDGE,288,20,264.37,78,,,,,,,,,,
EDGE,437,172,198.54,112,,,,,,,,,,
EDGE,397,316,24.62,174,,,,,,,,,,
EDGE,159,284,289.91,171,,,,,,,,,,
EDGE,213,2,88.69,69,,,,,,,,,,
EDGE,50,245,178.08,58,,,,,,,,,,
EDGE,68,143,373.4,123,,,,,,,,,,
EDGE,440,342,296.01,66,,,,,,,,,,
EDGE,183,296,167.37,96,,,,,,,,,,
EDGE,163,174,50.6,146,,,,,,,,,,
EDGE,312,65,446.11,196,,,,,,,,,,
EDGE,126,125,410.84,94,,,,,,,,,,
EDGE,27,268,92.54,133,,,,,,,,,,
EDGE,476,87,92.76,81,,,,,,,,,,
EDGE,232,235,187.72,112,,,,,,,,,,
EDGE,45,300,475.98,172,,,,,,,,,,
EDGE,27,451,371.7,100,,,,,,,,,,
EDGE,169,285,277.77,200,,,,,,,,,,
EDGE,57,141,378.71,165,,,,,,,,,,
EDGE,299,455,465.61,68,,,,,,,,,,
EDGE,473,235,222.95,70,,,,,,,,,,
EDGE,471,289,365.19,52,,,,,,,,,,
EDGE,284,293,402.16,125,,,,,,,,,,
EDGE,405,132,126.31,143,,,,,,,,,,
EDGE,233,109,441.77,110,,,,,,,,,,
EDGE,6,468,455.73,180,,,,,,,,,,
EDGE,349,262,350.48,138,,,,,,,,,,
EDGE,479,55,374.6,99,,,,,,,,,,
EDGE,311,358,326.61,188,,,,,,,,,,
EDGE,57,175,444.53,186,,,,,,,,,,
EDGE,245,197,10.64,166,,,,,,,,,,
EDGE,109,283,106.56,75,,,,,,,,,,
EDGE,253,374,278.93,143,,,,,,,,,,
EDGE,158,146,393.08,58,,,,,,,,,,
EDGE,141,297,451.59,129,,,,,,,,,,
EDGE,348,247,449.71,109,,,,,,,,,,
EDGE,422,321,101.46,188,,,,,,,,,,
EDGE,430,380,301.39,120,,,,,,,,,,
EDGE,435,357,114.05,65,,,,,,,,,,
EDGE,260,410,363.11,81,,,,,,,,,,
EDGE,20,236,125.54,60,,,,,,,,,,
EDGE,124,316,82.76,141,,,,,,,,,,
EDGE,101,89,383.61,153,,,,,,,,,,
EDGE,463,80,26.51,102,,,,,,,,,,
EDGE,225,5,143.28,129,,,,,,,,,,
EDGE,359,153,111.31,118,,,,,,,,,,
EDGE,35,169,396.61,74,,,,,,,,,,
EDGE,301,403,433.43,73,,,,,,,,,,
EDGE,111,297,369.83,171,,,,,,,,,,
EDGE,312,216,184.58,189,,,,,,,,,,
EDGE,77,88,126.18,143,,,,,,,,,,
EDGE,306,219,393.26,105,,,,,,,,,,
EDGE,422,254,269.17,90,,,,,,,,,,
EDGE,75,316,458.35,57,,,,,,,,,,
EDGE,219,38,288.39,88,,,,,,,,,,
EDGE,119,363,305.31,177,,,,,,,,,,
EDGE,422,219,131.71,129,,,,,,,,,,
EDGE,12,405,183.58,83,,,,,,,,,,
EDGE,112,427,183.3,64,,,,,,,,,,
EDGE,386,369,380.17,147,,,,,,,,,,
EDGE,248,499,497.08,73,,,,,,,,,,
EDGE,193,296,51.85,160,,,,,,,,,,
EDGE,196,224,499.64,63,,,,,,,,,,
EDGE,122,224,412.44,164,,,,,,,,,,
EDGE,257,383,211.69,50,,,,,,,,,,
EDGE,59,100,150.55,53,,,,,,,,,,
EDGE,409,372,413.34,70,,,,,,,,,,
EDGE,274,394,403.66,185,,,,,,,,,,
EDGE,311,378,330.78,68,,,,,,,,,,
EDGE,69,19,241.79,84,,,,,,,,,,
EDGE,175,21,221.2,123,,,,,,,,,,
EDGE,177,327,50.12,112,,,,,,,,,,
EDGE,182,192,252.28,147,,,,,,,,,,
EDGE,389,181,243.3,175,,,,,,,,,,
EDGE,213,210,100.31,185,,,,,,,,,,
EDGE,443,52,282.23,163,,,,,,,,,,
EDGE,409,402,142.49,100,,,,,,,,,,
EDGE,161,169,370.58,163,,,,,,,,,,
EDGE,152,265,188.06,192,,,,,,,,,,
EDGE,313,288,71.76,185,,,,,,,,,,
EDGE,402,474,90.9,110,,,,,,,,,,
EDGE,110,283,111.55,67,,,,,,,,,,
EDGE,74,464,160.45,162,,,,,,,,,,
EDGE,394,237,337.28,137,,,,,,,,,,
EDGE,54,15,413.84,85,,,,,,,,,,
EDGE,269,236,335.17,101,,,,,,,,,,
EDGE,310,296,229.77,59,,,,,,,,,,
EDGE,20,151,68.08,197,,,,,,,,,,
EDGE,213,337,262.45,176,,,,,,,,,,
EDGE,56,277,418.45,122,,,,,,,,,,
EDGE,487,173,195.49,133,,,,,,,,,,
EDGE,375,92,163.1,147,,,,,,,,,,
EDGE,251,331,442.15,61,,,,,,,,,,
EDGE,100,332,217.15,118,,,,,,,,,,
EDGE,29,127,238.94,52,,,,,,,,,,
EDGE,481,101,480.12,93,,,,,,,,,,
EDGE,56,77,213.98,115,,,,,,,,,,
EDGE,91,120,218.89,106,,,,,,,,,,
EDGE,489,61,352.0,119,,,,,,,,,,
EDGE,229,78,186.72,109,,,,,,,,,,
EDGE,323,377,105.12,59,,,,,,,,,,
EDGE,113,75,217.94,59,,,,,,,,,,
EDGE,91,23,384.07,188,,,,,,,,,,
EDGE,17,366,194.09,150,,,,,,,,,,
EDGE,422,40,425.43,165,,,,,,,,,,
EDGE,370,207,449.63,126,,,,,,,,,,
EDGE,444,202,241.73,164,,,,,,,,,,
EDGE,140,255,36.83,85,,,,,,,,,,
EDGE,453,67,205.49,54,,,,,,,,,,
EDGE,137,201,125.82,117,,,,,,,,,,
EDGE,61,233,350.91,87,,,,,,,,,,
EDGE,233,165,177.2,103,,,,,,,,,,
EDGE,67,477,451.61,68,,,,,,,,,,
EDGE,413,432,455.33,74,,,,,,,,,,
EDGE,46,71,83.71,156,,,,,,,,,,
EDGE,31,321,378.19,173,,,,,,,,,,
EDGE,160,447,206.86,198,,,,,,,,,,
EDGE,17,458,10.73,199,,,,,,,,,,
EDGE,241,245,418.44,187,,,,,,,,,,
EDGE,414,121,57.36,188,,,,,,,,,,
EDGE,1,89,298.63,179,,,,,,,,,,
EDGE,382,169,466.42,147,,,,,,,,,,
EDGE,445,40,161.76,107,,,,,,,,,,
EDGE,266,15,485.78,91,,,,,,,,,,
EDGE,257,408,43.48,142,,,,,,,,,,
EDGE,354,385,227.76,105,,,,,,,,,,
EDGE,380,425,219.04,101,,,,,,,,,,
EDGE,16,406,233.12,51,,,,,,,,,,
EDGE,243,52,279.52,80,,,,,,,,,,
EDGE,306,62,393.79,119,,,,,,,,,,
EDGE,394,228,436.4,75,,,,,,,,,,
EDGE,471,23,120.26,182,,,,,,,,,,
EDGE,176,109,88.44,85,,,,,,,,,,
EDGE,18,376,120.95,156,,,,,,,,,,
EDGE,477,440,486.6,105,,,,,,,,,,
EDGE,459,21,439.18,160,,,,,,,,,,
EDGE,74,495,358.1,181,,,,,,,,,,
EDGE,367,15,21.15,123,,,,,,,,,,
EDGE,497,19,439.04,158,,,,,,,,,,
EDGE,462,299,220.11,83,,,,,,,,,,
EDGE,48,47,194.73,179,,,,,,,,,,
EDGE,491,76,452.39,194,,,,,,,,,,
EDGE,184,38,83.8,83,,,,,,,,,,
EDGE,305,426,299.13,113,,,,,,,,,,
EDGE,494,136,427.16,200,,,,,,,,,,
EDGE,359,341,244.72,156,,,,,,,,,,
EDGE,99,114,97.05,130,,,,,,,,,,
EDGE,463,145,295.89,195,,,,,,,,,,
EDGE,416,72,85.76,94,,,,,,,,,,
EDGE,322,397,426.66,70,,,,,,,,,,
EDGE,163,192,261.8,64,,,,,,,,,,
EDGE,325,251,97.67,140,,,,,,,,,,
EDGE,162,228,273.0,127,,,,,,,,,,
EDGE,61,0,54.98,155,,,,,,,,,,
EDGE,497,45,259.74,184,,,,,,,,,,
EDGE,312,224,13.63,170,,,,,,,,,,
EDGE,61,191,120.08,137,,,,,,,,,,
EDGE,30,358,73.46,103,,,,,,,,,,
EDGE,462,57,176.3,164,,,,,,,,,,
EDGE,427,333,445.82,147,,,,,,,,,,
EDGE,96,244,25.58,197,,,,,,,,,,
EDGE,215,357,445.99,109,,,,,,,,,,
EDGE,434,60,139.45,68,,,,,,,,,,
EDGE,104,156,136.09,105,,,,,,,,,,
EDGE,109,353,116.53,123,,,,,,,,,,
EDGE,459,239,391.41,168,,,,,,,,,,
EDGE,360,17,454.91,148,,,,,,,,,,
EDGE,151,216,204.58,118,,,,,,,,,,
EDGE,359,453,336.93,110,,,,,,,,,,
EDGE,240,393,425.11,111,,,,,,,,,,
EDGE,367,472,266.18,97,,,,,,,,,,
EDGE,189,478,313.53,137,,,,,,,,,,
EDGE,26,232,293.84,166,,,,,,,,,,
EDGE,449,98,371.83,173,,,,,,,,,,
EDGE,64,400,128.78,92,,,,,,,,,,
EDGE,194,440,287.84,150,,,,,,,,,,
EDGE,54,85,109.84,98,,,,,,,,,,
EDGE,44,222,200.11,101,,,,,,,,,,
EDGE,260,18,235.94,87,,,,,,,,,,
EDGE,198,281,365.58,150,,,,,,,,,,
EDGE,253,319,81.01,145,,,,,,,,,,
EDGE,253,180,346.07,134,,,,,,,,,,
EDGE,386,247,167.51,77,,,,,,,,,,
EDGE,332,138,262.27,166,,,,,,,,,,
EDGE,131,158,166.62,166,,,,,,,,,,
EDGE,19,33,150.0,169,,,,,,,,,,
EDGE,129,140,374.39,85,,,,,,,,,,
EDGE,475,468,372.51,103,,,,,,,,,,
EDGE,399,369,223.98,80,,,,,,,,,,
EDGE,397,198,279.26,79,,,,,,,,,,
EDGE,16,474,47.39,151,,,,,,,,,,
EDGE,19,248,276.23,127,,,,,,,,,,
EDGE,490,407,425.54,135,,,,,,,,,,
EDGE,328,208,68.0,88,,,,,,,,,,
EDGE,6,398,57.15,185,,,,,,,,,,
EDGE,89,241,100.05,68,,,,,,,,,,
EDGE,441,465,178.32,134,,,,,,,,,,
EDGE,228,195,30.25,79,,,,,,,,,,
EDGE,239,133,426.68,136,,,,,,,,,,
EDGE,493,361,123.74,64,,,,,,,,,,
EDGE,121,196,85.75,100,,,,,,,,,,
EDGE,229,366,462.43,155,,,,,,,,,,
EDGE,129,167,260.84,162,,,,,,,,,,
EDGE,341,375,495.61,81,,,,,,,,,,
EDGE,73,99,432.53,111,,,,,,,,,,
EDGE,452,357,223.3,77,,,,,,,,,,
EDGE,371,221,73.29,121,,,,,,,,,,
EDGE,63,476,396.31,148,,,,,,,,,,
EDGE,496,334,325.2,197,,,,,,,,,,
EDGE,492,232,299.41,91,,,,,,,,,,
EDGE,158,157,366.09,102,,,,,,,,,,
EDGE,487,267,294.23,99,,,,,,,,,,
EDGE,37,176,10.2,97,,,,,,,,,,
EDGE,121,249,459.66,123,,,,,,,,,,
EDGE,436,350,474.74,157,,,,,,,,,,
EDGE,456,486,490.51,62,,,,,,,,,,
EDGE,15,39,131.03,200,,,,,,,,,,
EDGE,426,355,295.75,182,,,,,,,,,,
EDGE,171,189,299.44,83,,,,,,,,,,
EDGE,34,311,327.46,100,,,,,,,,,,
EDGE,158,267,297.12,117,,,,,,,,,,
EDGE,442,462,255.51,132,,,,,,,,,,
EDGE,75,413,137.81,113,,,,,,,,,,
EDGE,185,19,53.67,158,,,,,,,,,,
EDGE,301,102,477.91,65,,,,,,,,,,
EDGE,132,59,407.91,103,,,,,,,,,,
EDGE,290,26,360.75,193,,,,,,,,,,
EDGE,156,86,425.42,165,,,,,,,,,,
EDGE,457,476,81.08,192,,,,,,,,,,
EDGE,80,25,69.12,56,,,,,,,,,,
EDGE,240,260,17.93,169,,,,,,,,,,
EDGE,295,384,448.02,149,,,,,,,,,,
EDGE,496,170,161.28,83,,,,,,,,,,
EDGE,232,192,375.75,191,,,,,,,,,,
EDGE,466,452,47.16,112,,,,,,,,,,
EDGE,101,53,286.63,103,,,,,,,,,,
EDGE,58,9,268.71,194,,,,,,,,,,
EDGE,226,432,429.2,51,,,,,,,,,,
EDGE,190,106,439.74,156,,,,,,,,,,
EDGE,118,115,137.6,131,,,,,,,,,,
EDGE,191,406,295.99,182,,,,,,,,,,
EDGE,211,347,493.69,171,,,,,,,,,,
EDGE,97,308,376.01,59,,,,,,,,,,
EDGE,81,266,430.19,169,,,,,,,,,,
EDGE,451,155,392.0,179,,,,,,,,,,
EDGE,375,353,209.91,155,,,,,,,,,,
EDGE,343,393,296.26,83,,,,,,,,,,
EDGE,299,102,368.51,101,,,,,,,,,,
EDGE,166,14,269.05,170,,,,,,,,,,
EDGE,253,135,416.19,164,,,,,,,,,,
EDGE,319,76,143.92,166,,,,,,,,,,
EDGE,471,457,15.71,181,,,,,,,,,,
EDGE,343,234,385.68,194,,,,,,,,,,
EDGE,258,264,440.74,140,,,,,,,,,,
EDGE,294,307,322.52,182,,,,,,,,,,
EDGE,151,403,64.63,190,,,,,,,,,,
EDGE,244,281,297.46,81,,,,,,,,,,
EDGE,366,210,16.58,173,,,,,,,,,,
EDGE,340,109,330.05,91,,,,,,,,,,
EDGE,214,293,200.23,160,,,,,,,,,,
EDGE,480,459,389.21,131,,,,,,,,,,
EDGE,422,44,461.46,197,,,,,,,,,,
EDGE,201,449,376.68,52,,,,,,,,,,
EDGE,192,390,418.6,144,,,,,,,,,,
EDGE,218,261,36.51,180,,,,,,,,,,
EDGE,146,445,339.71,63,,,,,,,,,,
EDGE,397,60,232.24,60,,,,,,,,,,
EDGE,50,311,94.61,124,,,,,,,,,,
EDGE,393,249,119.88,87,,,,,,,,,,
EDGE,372,349,30.09,195,,,,,,,,,,
EDGE,335,334,122.61,99,,,,,,,,,,
EDGE,334,9,28.59,61,,,,,,,,,,
EDGE,276,303,211.87,77,,,,,,,,,,
EDGE,84,215,18.65,183,,,,,,,,,,
EDGE,435,384,96.96,179,,,,,,,,,,
EDGE,426,203,441.27,161,,,,,,,,,,
EDGE,325,118,41.8,56,,,,,,,,,,
EDGE,77,12,127.24,65,,,,,,,,,,
EDGE,28,282,43.34,51,,,,,,,,,,
EDGE,216,314,371.35,93,,,,,,,,,,
EDGE,408,379,444.59,176,,,,,,,,,,
EDGE,133,288,12.89,63,,,,,,,,,,
EDGE,164,288,243.31,161,,,,,,,,,,
EDGE,320,155,460.89,178,,,,,,,,,,
EDGE,49,77,94.41,68,,,,,,,,,,
EDGE,280,182,357.75,149,,,,,,,,,,
EDGE,192,309,51.96,82,,,,,,,,,,
EDGE,303,409,380.67,166,,,,,,,,,,
EDGE,237,187,458.04,180,,,,,,,,,,
EDGE,122,476,356.74,140,,,,,,,,,,
EDGE,262,35,152.33,55,,,,,,,,,,
EDGE,405,358,404.9,85,,,,,,,,,,
EDGE,400,137,299.88,124,,,,,,,,,,
EDGE,431,290,203.34,196,,,,,,,,,,
EDGE,216,224,337.44,186,,,,,,,,,,
EDGE,340,263,213.43,169,,,,,,,,,,
EDGE,442,315,213.63,125,,,,,,,,,,
EDGE,432,104,184.12,129,,,,,,,,,,
EDGE,23,172,349.24,171,,,,,,,,,,
EDGE,289,141,392.75,146,,,,,,,,,,
EDGE,87,271,64.55,104,,,,,,,,,,
EDGE,397,59,23.08,90,,,,,,,,,,
EDGE,340,451,17.06,113,,,,,,,,,,
EDGE,129,395,433.82,65,,,,,,,,,,
EDGE,295,35,390.18,94,,,,,,,,,,
EDGE,341,148,431.15,127,,,,,,,,,,
EDGE,244,9,400.67,103,,,,,,,,,,
EDGE,132,287,345.97,111,,,,,,,,,,
EDGE,409,455,160.13,81,,,,,,,,,,
EDGE,355,400,498.73,119,,,,,,,,,,
EDGE,192,372,486.95,58,,,,,,,,,,
EDGE,307,440,42.66,171,,,,,,,,,,
EDGE,258,35,313.89,95,,,,,,,,,,
EDGE,349,7,240.84,106,,,,,,,,,,
