command,u,v,distance,install_cost,capacity,loss_factor,extra
EDGE,10,752,588,49,2529,24,
EDGE,204,926,482,788,3231,2,
EDGE,711,688,277,1437,3123,21,
EDGE,375,822,525,1758,3527,26,
EDGE,724,350,136,1941,2886,46,
EDGE,267,565,198,1011,2357,17,
EDGE,85,935,461,1891,744,42,
EDGE,935,326,883,1052,979,1,
EDGE,830,131,826,1570,926,15,
EDGE,76,181,383,143,1311,36,
EDGE,820,242,798,188,667,0,
EDGE,740,13,755,1662,2844,39,
EDGE,72,159,597,1292,3824,40,
EDGE,894,338,805,1371,916,39,
EDGE,124,57,722,294,1684,47,
EDGE,948,83,191,197,800,0,
EDGE,443,810,703,487,1772,3,
EDGE,734,81,397,666,4386,12,
EDGE,487,837,203,1460,4107,38,
EDGE,723,190,481,599,4898,3,
EDGE,453,189,520,22,701,11,
EDGE,997,202,270,304,4490,36,
EDGE,996,193,717,263,670,12,
EDGE,191,868,330,1558,1915,10,
EDGE,404,650,857,1223,2480,38,
EDGE,422,518,656,594,1837,27,
EDGE,256,844,354,1516,2022,33,
EDGE,7,670,912,1992,2111,18,
EDGE,772,165,67,136,564,31,
EDGE,352,924,751,133,3573,5,
EDGE,690,782,921,1476,3703,0,
EDGE,762,690,91,662,4868,49,
EDGE,938,936,371,1439,589,36,
EDGE,268,744,860,663,3742,22,
EDGE,760,830,492,768,4143,19,
EDGE,781,500,321,1128,1608,14,
EDGE,601,174,44,1424,2940,26,
EDGE,476,901,473,674,3353,29,
EDGE,889,920,476,936,1300,9,
EDGE,755,768,395,869,250,8,
EDGE,807,324,391,1792,1273,25,
EDGE,374,14,445,1630,1465,9,
EDGE,607,968,189,454,826,1,
EDGE,400,483,154,564,2813,12,
EDGE,22,509,402,334,2536,35,
EDGE,284,233,195,1006,4138,27,
EDGE,445,970,873,337,4042,42,
EDGE,61,361,985,227,598,20,
EDGE,722,488,623,602,1208,15,
EDGE,531,965,507,1655,1822,26,
EDGE,502,13,980,640,1349,21,
EDGE,645,318,701,1276,3564,39,
EDGE,124,613,133,1094,2359,21,
EDGE,742,382,827,1420,1099,23,
EDGE,578,993,485,139,195,28,
EDGE,378,427,253,438,2722,44,
EDGE,239,931,893,1858,2610,40,
EDGE,937,923,996,985,2348,35,
EDGE,348,591,813,688,1642,8,
EDGE,988,329,801,1305,4738,14,
EDGE,725,607,625,495,2090,31,
EDGE,576,481,912,49,2617,32,
EDGE,901,97,394,1546,1265,39,
EDGE,329,83,542,1015,3840,38,
EDGE,922,912,970,1972,2229,4,
EDGE,460,398,797,405,2312,45,
EDGE,146,372,869,1602,533,30,
EDGE,252,228,649,16,2730,22,
EDGE,844,635,495,1160,1247,50,
EDGE,279,979,328,1002,2623,38,
EDGE,904,549,205,1697,1591,38,
EDGE,619,123,303,1512,546,47,
EDGE,906,199,537,1646,4179,18,
EDGE,254,809,386,876,139,19,
EDGE,267,209,148,616,257,1,
EDGE,667,659,781,873,694,23,
EDGE,476,794,932,312,3709,40,
EDGE,391,568,161,1226,3688,48,
EDGE,321,110,960,570,3785,17,
EDGE,202,723,622,938,2382,10,
EDGE,600,131,331,1968,188,7,
EDGE,53,888,335,1141,3958,23,
EDGE,145,322,852,1485,3122,35,
EDGE,26,643,445,1333,2703,25,
EDGE,182,334,628,1722,332,41,
EDGE,289,331,580,1559,4707,2,
EDGE,904,523,58,1490,1130,31,
EDGE,65,949,70,296,1291,6,
EDGE,535,167,963,1471,1975,5,
EDGE,772,368,996,741,2820,5,
EDGE,422,351,769,152,4084,25,
EDGE,558,63,538,862,3293,44,
EDGE,158,561,843,193,1747,28,
EDGE,162,118,782,1876,2186,14,
EDGE,245,57,661,1409,4618,1,
EDGE,53,658,864,1438,1897,30,
EDGE,43,44,225,1563,1955,9,
EDGE,977,891,141,1035,2667,20,
EDGE,396,774,650,1382,3292,1,
EDGE,522,783,297,1018,242,42,
EDGE,731,713,425,1136,606,2,
EDGE,204,603,37,437,1930,37,
EDGE,503,7,358,1447,710,37,
EDGE,902,376,522,1850,1394,25,
EDGE,217,155,550,25,2355,17,
EDGE,569,383,524,805,1359,12,
EDGE,772,622,263,695,1653,20,
EDGE,919,266,403,254,2387,28,
EDGE,29,456,618,1991,4242,49,
EDGE,415,209,190,240,391,24,
EDGE,823,109,761,1920,1734,12,
EDGE,777,583,754,1540,2496,44,
EDGE,690,219,908,1224,2535,23,
EDGE,474,55,664,1292,1932,36,
EDGE,911,905,864,526,1826,32,
EDGE,24,317,13,453,1532,21,
EDGE,211,511,970,1484,3233,46,
EDGE,335,468,401,1242,1403,31,
EDGE,491,574,612,594,2085,4,
EDGE,631,109,906,10,305,39,
EDGE,51,877,12,1949,2296,0,
EDGE,310,455,391,1502,4703,10,
EDGE,99,54,377,450,1612,27,
EDGE,759,897,382,165,2343,26,
EDGE,669,22,305,1587,336,7,
EDGE,309,145,270,945,1726,7,
EDGE,941,651,763,1960,298,30,
EDGE,178,14,116,186,1973,29,
EDGE,890,907,594,1433,4616,17,
EDGE,276,23,720,1163,3979,4,
EDGE,748,708,157,451,583,25,
EDGE,694,386,31,86,4124,27,
EDGE,850,476,423,368,158,36,
EDGE,918,45,673,139,2350,45,
EDGE,288,736,491,425,2239,1,
EDGE,687,278,987,1795,1590,15,
EDGE,706,458,830,13,411,36,
EDGE,855,877,446,1154,4052,50,
EDGE,237,732,869,1530,437,18,
EDGE,372,90,613,762,3787,30,
EDGE,557,167,383,1358,3091,46,
EDGE,564,553,150,666,2890,26,
EDGE,178,594,412,772,3879,22,
EDGE,785,299,152,1677,4101,43,
EDGE,555,417,369,1978,3586,5,
EDGE,616,259,907,291,2776,22,
EDGE,660,477,462,1553,4467,43,
EDGE,168,911,44,713,4198,40,
EDGE,148,613,350,1116,1356,36,
EDGE,142,835,812,431,3296,5,
EDGE,843,429,902,239,4157,34,
EDGE,42,532,107,1188,83,16,
EDGE,956,563,681,1939,1399,47,
EDGE,232,700,727,1623,2793,31,
EDGE,119,333,750,1723,3108,35,
EDGE,959,404,536,1355,3267,14,
EDGE,590,359,768,845,921,14,
EDGE,655,659,465,328,1592,45,
EDGE,0,914,813,1995,4182,6,
EDGE,507,147,938,157,2561,15,
EDGE,773,415,311,1700,1764,34,
EDGE,653,98,975,1678,1614,1,
EDGE,16,31,303,257,1746,11,
EDGE,847,794,697,156,599,16,
EDGE,463,973,122,874,2978,42,
EDGE,412,10,715,1233,2509,21,
EDGE,397,383,214,632,3560,39,
EDGE,603,941,490,1310,4910,2,
EDGE,695,503,33,1033,2668,22,
EDGE,31,261,718,979,3193,48,
EDGE,551,788,101,875,4859,39,
EDGE,901,359,972,1999,4066,1,
EDGE,389,39,986,1008,761,30,
EDGE,258,556,95,179,2060,46,
EDGE,850,732,647,1898,820,29,
EDGE,388,767,346,504,4994,30,
EDGE,35,330,318,1141,3746,13,
EDGE,628,420,98,31,1101,37,
EDGE,883,691,800,67,4197,28,
EDGE,70,514,186,958,2300,44,
EDGE,578,397,821,1904,4438,41,
EDGE,741,49,260,1209,1013,44,
EDGE,529,502,179,1857,3750,18,
EDGE,874,166,41,604,4974,21,
EDGE,436,112,704,327,679,12,
EDGE,493,497,256,21,3222,49,
EDGE,762,826,670,1864,1496,49,
EDGE,385,44,310,384,1880,21,
EDGE,886,699,598,1741,4091,14,
EDGE,730,455,828,1445,1001,6,
EDGE,168,142,136,1526,4660,1,
EDGE,448,508,376,1636,3572,1,
EDGE,725,537,920,1430,3067,40,
EDGE,556,108,429,980,324,17,
EDGE,446,570,719,874,598,4,
EDGE,89,269,899,1952,2979,30,
EDGE,410,519,942,508,1176,7,
EDGE,24,165,89,1178,1580,42,
EDGE,201,456,676,1128,3108,35,
EDGE,269,489,69,1998,1569,37,
EDGE,423,118,574,91,1952,12,
EDGE,150,307,137,1539,3250,0,
EDGE,380,61,523,1624,149,7,
EDGE,537,681,273,1209,4396,0,
EDGE,310,901,831,290,2667,15,
EDGE,881,491,821,447,1595,42,
EDGE,486,489,491,448,861,11,
EDGE,397,566,649,1294,4485,4,
EDGE,149,683,131,1766,4226,9,
EDGE,881,778,70,988,4255,4,
EDGE,579,168,253,1293,3437,40,
EDGE,370,960,231,1705,2200,26,
EDGE,61,770,443,97,2675,49,
EDGE,404,28,198,1385,3111,25,
EDGE,460,620,857,1785,1890,47,
EDGE,929,130,491,1269,4224,26,
EDGE,661,892,774,1311,1338,15,
EDGE,613,533,295,1028,664,27,
EDGE,614,31,428,145,4651,5,
EDGE,721,913,796,308,377,23,
EDGE,284,402,288,961,2847,19,
EDGE,856,548,620,679,2574,30,
EDGE,523,499,396,1561,4879,44,
EDGE,573,945,699,1249,4959,42,
EDGE,804,587,141,971,2811,5,
EDGE,708,501,999,711,4414,33,
EDGE,631,646,65,525,2247,17,
EDGE,895,295,609,1061,1916,20,
EDGE,949,927,332,1867,2011,36,
EDGE,195,356,996,637,1621,21,
EDGE,530,692,422,580,2211,38,
EDGE,434,685,675,395,1190,49,
EDGE,704,302,195,1417,3011,45,
EDGE,555,566,329,428,3840,37,
EDGE,532,177,121,1493,2437,40,
EDGE,252,210,613,1627,2813,11,
EDGE,908,663,830,1027,3121,15,
EDGE,401,495,735,564,4704,29,
EDGE,550,349,150,531,640,16,
EDGE,127,989,386,1675,4561,25,
EDGE,3,68,194,1672,2137,31,
EDGE,465,957,564,1205,2319,32,
EDGE,581,430,204,554,467,27,
EDGE,643,501,610,231,3952,27,
EDGE,396,320,123,296,1533,7,
EDGE,370,778,821,121,386,4,
EDGE,284,110,562,1106,2248,8,
EDGE,802,98,948,1531,3517,13,
EDGE,40,912,677,1170,540,0,
EDGE,114,345,640,1483,2320,18,
EDGE,440,246,237,461,4995,36,
EDGE,769,273,951,1141,2946,15,
EDGE,155,23,567,1206,2644,48,
EDGE,225,175,826,1989,3189,13,
EDGE,554,631,18,1964,1363,5,
EDGE,584,758,629,562,4033,7,
EDGE,97,252,866,842,1860,15,
EDGE,470,624,170,1836,1471,14,
EDGE,286,109,4,499,2577,27,
EDGE,593,881,615,1749,3217,28,
EDGE,218,237,103,1745,721,26,
EDGE,729,454,454,317,3199,39,
EDGE,768,389,24,1118,2275,13,
EDGE,902,689,504,904,4342,21,
EDGE,329,21,512,1049,3227,28,
EDGE,621,210,382,305,683,38,
EDGE,857,715,700,783,1429,50,
EDGE,413,212,224,653,2943,25,
EDGE,280,254,733,605,1941,24,
EDGE,614,898,481,1977,248,43,
EDGE,957,576,250,1331,579,28,
EDGE,730,819,23,806,4733,22,
EDGE,368,390,21,1015,3624,46,
EDGE,456,931,435,193,3632,16,
EDGE,356,234,276,760,2178,30,
EDGE,161,172,225,1758,4846,41,
EDGE,529,613,544,1669,1653,2,
EDGE,390,373,50,1567,1922,5,
EDGE,724,937,163,199,4578,3,
EDGE,256,81,538,1918,2140,28,
EDGE,152,300,146,1768,3620,17,
EDGE,891,937,191,479,3404,19,
EDGE,170,533,69,484,805,39,
EDGE,53,586,671,1613,1491,18,
EDGE,561,481,965,876,1425,15,
EDGE,17,827,985,410,4986,45,
EDGE,78,68,792,217,2254,50,
EDGE,183,546,128,1605,3839,35,
EDGE,779,377,741,376,1301,34,
EDGE,954,191,252,1621,121,20,
EDGE,875,175,785,567,4254,1,
EDGE,512,516,917,126,3276,8,
EDGE,171,49,481,329,1133,15,
EDGE,882,623,855,762,4751,50,
EDGE,285,473,252,941,1484,45,
EDGE,112,730,255,341,396,4,
EDGE,386,139,1,598,3824,33,
EDGE,818,501,694,1554,3285,35,
EDGE,554,743,414,1830,4351,29,
EDGE,985,662,966,1074,2949,50,
EDGE,620,591,736,1725,3369,48,
EDGE,257,536,960,844,1417,32,
EDGE,878,511,130,1658,348,13,
EDGE,75,614,377,1734,2494,7,
EDGE,618,925,423,793,3129,19,
EDGE,382,24,323,1007,1677,48,
EDGE,16,220,446,1597,1255,28,
EDGE,885,604,810,1563,1195,41,
EDGE,812,309,406,510,1215,1,
EDGE,922,232,926,909,2121,31,
EDGE,408,477,730,962,3093,13,
EDGE,474,133,426,1975,470,15,
EDGE,970,149,919,1320,879,18,
EDGE,383,54,359,962,3216,41,
EDGE,893,443,80,1235,2458,22,
EDGE,840,524,565,987,381,30,
EDGE,69,360,340,406,2592,32,
EDGE,169,11,104,308,4650,17,
EDGE,61,25,522,457,4318,23,
EDGE,24,459,414,694,3820,22,
EDGE,636,334,292,763,467,33,
EDGE,599,126,905,907,4043,27,
EDGE,781,526,38,1374,4539,46,
EDGE,766,579,519,147,1306,24,
EDGE,338,676,732,910,2238,9,
EDGE,145,780,937,412,813,39,
EDGE,393,282,404,461,393,2,
EDGE,310,12,977,282,1643,26,
EDGE,582,198,428,1647,1292,27,
EDGE,560,581,262,1886,1775,0,
EDGE,67,167,880,86,2225,46,
EDGE,494,805,68,458,3886,10,
EDGE,947,688,506,243,705,42,
EDGE,470,831,921,711,3098,30,
EDGE,978,979,265,1191,4625,35,
EDGE,910,922,834,1529,2758,40,
EDGE,680,334,540,328,4881,33,
EDGE,698,285,826,1226,2059,14,
EDGE,834,22,445,999,2279,21,
EDGE,962,521,308,1031,3365,3,
EDGE,974,605,308,1651,2160,6,
EDGE,843,151,569,467,1843,15,
EDGE,475,926,157,1906,857,44,
EDGE,555,517,372,855,3325,26,
EDGE,580,339,307,176,2036,10,
EDGE,638,492,972,1911,593,49,
EDGE,321,948,911,126,3618,25,
EDGE,834,442,158,858,3926,1,
EDGE,341,960,380,252,2573,15,
EDGE,498,900,504,1910,3296,37,
EDGE,219,415,441,1749,1976,18,
EDGE,249,625,824,347,2803,10,
EDGE,612,334,608,781,728,6,
EDGE,84,85,816,1520,119,9,
EDGE,553,438,505,1846,806,50,
EDGE,827,714,664,321,470,0,
EDGE,482,181,34,283,2437,23,
EDGE,695,702,941,1703,2976,42,
EDGE,585,89,42,348,2587,21,
EDGE,102,39,597,178,373,39,
EDGE,0,841,945,403,1442,25,
EDGE,843,502,111,557,4910,18,
EDGE,630,856,539,156,2380,8,
EDGE,66,473,621,1755,2179,10,
EDGE,658,794,717,1064,837,31,
EDGE,621,229,706,591,312,25,
EDGE,872,346,681,343,3922,28,
EDGE,367,974,522,637,2455,41,
EDGE,722,834,411,866,1976,50,
EDGE,867,316,683,678,1774,15,
EDGE,472,152,721,327,351,5,
EDGE,60,601,897,251,1259,6,
EDGE,459,129,153,1490,651,18,
EDGE,788,340,705,665,4795,15,
EDGE,735,493,446,849,1054,41,
EDGE,684,965,688,1140,4864,19,
EDGE,959,726,215,1844,3926,41,
EDGE,34,372,161,810,1618,22,
EDGE,67,50,33,1732,2115,24,
EDGE,191,832,510,959,3306,50,
EDGE,726,883,332,930,1138,20,
EDGE,763,989,725,874,2628,48,
EDGE,580,888,717,386,110,50,
EDGE,168,977,257,861,813,31,
EDGE,896,342,152,96,1199,15,
EDGE,525,618,508,1970,2326,12,
EDGE,738,184,428,88,125,40,
EDGE,369,728,352,1648,3105,21,
EDGE,2,107,495,1590,4154,12,
EDGE,216,151,341,1403,4186,17,
EDGE,543,400,911,1092,4887,39,
EDGE,948,626,202,900,372,29,
EDGE,987,736,606,1130,2427,34,
EDGE,773,467,46,592,2774,1,
EDGE,417,603,643,1986,564,30,
EDGE,849,899,428,1912,3847,38,
EDGE,585,236,946,655,4890,14,
EDGE,460,271,308,1835,367,14,
EDGE,684,926,594,530,3284,16,
EDGE,4,543,235,93,1866,28,
EDGE,244,406,3,890,441,4,
EDGE,821,822,281,1106,4527,26,
EDGE,16,513,890,1960,2558,49,
EDGE,614,679,53,1027,4802,13,
EDGE,546,677,566,598,999,15,
EDGE,947,398,575,1496,2741,11,
EDGE,558,671,206,39,3568,5,
EDGE,336,662,252,1948,3981,1,
EDGE,101,132,954,1544,2165,10,
EDGE,673,299,688,536,3454,10,
EDGE,927,436,209,1503,1392,23,
EDGE,99,783,955,601,2585,34,
EDGE,708,561,655,150,674,9,
EDGE,894,124,874,1929,77,15,
EDGE,67,797,789,1636,2262,11,
EDGE,116,783,463,701,1044,32,
EDGE,784,855,799,1104,3861,32,
EDGE,125,492,685,1268,2329,50,
EDGE,85,364,808,198,2943,11,
EDGE,397,825,194,1126,2100,46,
EDGE,18,932,936,1280,757,4,
EDGE,166,149,351,338,4326,44,
EDGE,547,198,491,1903,2928,1,
EDGE,348,873,399,1633,3592,6,
EDGE,826,524,795,1672,3346,13,
EDGE,171,194,636,1315,4010,49,
EDGE,600,765,715,147,1907,42,
EDGE,956,934,800,1022,4616,49,
EDGE,468,396,330,1325,3071,12,
EDGE,921,42,38,937,1590,0,
EDGE,584,363,18,1371,3101,41,
EDGE,346,425,768,1725,110,20,
EDGE,882,474,88,284,836,38,
EDGE,533,574,785,248,4906,8,
EDGE,484,506,567,1139,2841,7,
EDGE,639,830,34,1620,2647,15,
EDGE,319,549,842,881,2453,2,
EDGE,879,109,57,1933,2509,42,
EDGE,987,140,713,538,3159,9,
EDGE,287,348,871,853,659,33,
EDGE,372,76,511,641,2506,26,
EDGE,23,26,292,681,1563,45,
EDGE,95,890,141,1917,4350,38,
EDGE,613,872,103,752,978,6,
EDGE,998,270,787,693,2657,7,
EDGE,187,590,218,1202,695,14,
EDGE,50,283,319,1733,4557,48,
EDGE,554,934,880,173,4546,36,
EDGE,891,707,560,618,4574,42,
EDGE,304,102,917,836,383,19,
EDGE,940,899,431,200,2780,17,
EDGE,758,53,141,150,822,37,
EDGE,4,109,913,986,398,30,
EDGE,828,369,416,1119,925,16,
EDGE,162,605,963,1159,2078,5,
EDGE,342,172,190,1338,4711,44,
EDGE,887,106,646,1673,187,30,
EDGE,223,746,726,269,1437,47,
EDGE,980,841,885,1407,4225,15,
EDGE,417,5,698,1081,2288,36,
EDGE,813,747,795,1734,1586,31,
EDGE,560,243,61,890,1778,39,
EDGE,682,397,198,1699,4373,18,
EDGE,352,139,415,1219,3421,37,
EDGE,294,275,256,1272,1071,45,
EDGE,430,261,664,1249,4126,0,
EDGE,117,415,605,401,2122,44,
EDGE,131,590,189,1677,4803,7,
EDGE,990,687,255,281,379,14,
EDGE,255,762,48,1507,641,43,
EDGE,404,136,989,456,2315,7,
EDGE,588,2,668,440,957,44,
EDGE,14,423,110,709,1740,28,
EDGE,147,150,742,1337,1059,23,
EDGE,332,420,388,1360,4300,43,
EDGE,281,454,680,422,1245,13,
EDGE,398,361,193,1791,2038,31,
EDGE,500,971,281,905,450,16,
EDGE,3,443,475,334,553,50,
EDGE,910,853,62,1542,3808,33,
EDGE,296,208,424,236,2402,9,
EDGE,290,286,182,882,162,30,
EDGE,804,780,543,143,4854,29,
EDGE,356,310,660,469,3731,12,
EDGE,704,884,283,1729,3956,24,
EDGE,276,164,492,461,3639,8,
EDGE,17,799,241,1331,4030,24,
EDGE,224,971,565,1053,1235,7,
EDGE,274,738,380,1079,2137,44,
EDGE,101,278,883,1358,4281,19,
EDGE,764,413,21,138,4696,6,
EDGE,247,920,290,526,2051,48,
EDGE,980,684,954,1148,4755,33,
EDGE,943,187,643,1027,4378,0,
EDGE,152,981,21,680,4587,26,
EDGE,581,349,2,995,1634,11,
EDGE,111,750,314,1486,3530,16,
EDGE,712,823,279,1210,1684,40,
EDGE,411,685,863,1977,4978,36,
EDGE,577,365,99,788,3915,39,
EDGE,200,911,251,675,425,21,
EDGE,365,482,778,503,4412,21,
EDGE,504,233,442,1970,4657,1,
EDGE,706,78,106,1167,1172,14,
EDGE,420,887,45,429,3876,26,
EDGE,547,756,75,220,4543,28,
EDGE,735,138,227,1521,1807,13,
EDGE,379,99,38,535,145,37,
EDGE,418,123,288,1326,4872,28,
EDGE,914,214,96,707,1989,39,
EDGE,121,95,825,522,4951,34,
EDGE,764,644,961,1568,2025,2,
EDGE,487,705,284,1118,1418,42,
EDGE,775,712,747,23,4060,13,
EDGE,814,421,909,687,869,5,
EDGE,515,596,235,1904,4765,17,
EDGE,0,437,714,724,2973,48,
EDGE,463,569,713,346,270,47,
EDGE,99,642,586,53,2304,12,
EDGE,176,842,161,489,420,46,
EDGE,183,200,848,438,1669,8,
EDGE,302,471,63,1365,3732,14,
EDGE,633,137,33,251,1722,23,
EDGE,642,774,902,1568,2504,43,
EDGE,442,157,705,139,1353,30,
EDGE,387,7,176,777,337,34,
EDGE,179,700,864,1838,3493,6,
EDGE,86,782,162,443,649,9,
EDGE,425,111,446,479,1411,17,
EDGE,730,532,731,1146,4398,37,
EDGE,920,984,940,1209,2753,28,
EDGE,161,848,609,1101,4697,13,
EDGE,976,459,436,362,3696,17,
EDGE,323,266,621,448,214,12,
EDGE,415,302,385,1592,4436,29,
EDGE,949,93,896,1200,994,50,
EDGE,711,129,923,120,1932,47,
EDGE,717,546,973,1765,977,35,
EDGE,490,404,932,1340,4806,45,
EDGE,755,836,139,118,4293,11,
EDGE,551,896,238,1646,1085,15,
EDGE,929,51,521,1767,4503,4,
EDGE,247,551,566,181,2828,33,
EDGE,550,95,266,544,2770,35,
EDGE,139,847,183,100,3553,31,
EDGE,870,858,211,296,1856,44,
EDGE,651,91,531,312,3673,4,
EDGE,432,738,650,1129,706,47,
EDGE,778,329,472,347,2313,21,
EDGE,30,33,784,33,273,49,
EDGE,680,707,25,1777,298,5,
EDGE,330,168,776,1530,4849,5,
EDGE,84,704,195,994,854,28,
EDGE,802,915,552,1336,3093,3,
EDGE,806,645,767,1993,261,46,
EDGE,153,361,321,786,993,50,
EDGE,936,516,662,603,2443,16,
EDGE,163,87,559,1674,1261,38,
EDGE,684,590,553,986,2402,31,
EDGE,534,932,787,166,1283,11,
EDGE,844,781,296,1036,397,20,
EDGE,388,480,42,1048,3610,29,
EDGE,26,45,614,110,72,42,
EDGE,267,907,252,783,2879,40,
EDGE,349,90,371,1492,4276,17,
EDGE,542,153,415,783,4662,7,
EDGE,241,422,153,1643,2257,32,
EDGE,233,329,379,1364,451,23,
EDGE,317,841,175,1617,4775,24,
EDGE,747,42,566,1472,372,40,
EDGE,481,54,417,435,2019,26,
EDGE,616,876,629,1153,3818,39,
EDGE,363,805,18,1591,4357,11,
EDGE,128,66,63,558,434,7,
EDGE,886,401,259,1719,4380,7,
EDGE,911,569,938,1093,90,16,
EDGE,640,750,265,1980,1503,35,
EDGE,971,485,511,1813,2089,33,
EDGE,198,387,736,1574,1587,33,
EDGE,663,65,410,558,2034,9,
EDGE,689,67,145,1436,3327,39,
EDGE,694,302,744,359,4323,36,
EDGE,660,685,683,1506,2569,26,
EDGE,304,162,22,507,3488,48,
EDGE,734,133,378,1489,4378,27,
EDGE,219,106,318,1977,2113,5,
EDGE,473,894,42,1693,3246,18,
EDGE,968,646,400,330,2955,48,
EDGE,382,775,298,1784,396,11,
EDGE,412,807,235,1486,3073,21,
EDGE,556,699,192,611,1620,46,
EDGE,23,684,87,972,3140,19,
EDGE,421,811,287,1777,2430,32,
EDGE,589,983,835,1096,4188,1,
EDGE,790,231,749,233,3067,15,
EDGE,569,714,513,1072,1511,17,
EDGE,339,742,996,284,3864,39,
EDGE,851,713,64,1389,2834,2,
EDGE,296,703,655,127,2436,15,
EDGE,209,938,222,437,2958,12,
EDGE,848,538,264,1212,2631,45,
EDGE,125,404,746,464,1208,6,
EDGE,92,96,729,1238,3775,33,
EDGE,477,738,900,1622,1063,34,
EDGE,49,621,1000,416,2025,37,
EDGE,93,646,696,415,4085,13,
EDGE,137,414,660,671,1899,2,
EDGE,903,416,876,81,679,5,
EDGE,940,768,627,1569,4186,31,
EDGE,776,984,336,807,830,29,
EDGE,983,512,879,843,4576,46,
EDGE,884,537,914,27,137,11,
EDGE,213,840,28,1670,290,37,
EDGE,109,342,798,859,967,35,
EDGE,130,857,612,1082,157,15,
EDGE,704,386,342,977,4124,16,
EDGE,746,290,843,1230,1030,46,
EDGE,929,425,939,16,1800,25,
EDGE,376,624,812,718,1147,3,
EDGE,78,318,619,155,1059,33,
EDGE,654,790,589,597,941,34,
EDGE,299,231,237,823,4390,30,
EDGE,351,858,28,1211,1191,48,
EDGE,417,199,175,1679,1341,13,
EDGE,621,616,518,312,652,15,
EDGE,462,281,344,701,3476,4,
EDGE,94,261,957,84,2458,8,
EDGE,532,548,418,1936,401,23,
EDGE,645,21,797,1632,2814,15,
EDGE,504,958,405,887,3616,50,
EDGE,761,47,532,1430,836,7,
EDGE,764,131,437,1608,197,2,
EDGE,966,197,896,123,4311,13,
EDGE,369,399,408,1821,774,48,
EDGE,27,395,158,1412,3782,4,
EDGE,328,962,764,445,868,11,
EDGE,786,223,261,1848,2839,22,
EDGE,53,837,441,1052,4557,11,
EDGE,446,585,112,1004,4025,27,
EDGE,781,574,660,1858,1218,39,
EDGE,215,537,852,550,2428,47,
EDGE,986,41,119,505,2540,35,
EDGE,5,812,541,926,1639,21,
EDGE,305,243,489,1777,4557,47,
EDGE,915,541,140,844,427,13,
EDGE,239,660,384,1268,1066,3,
EDGE,104,683,380,934,197,38,
EDGE,841,48,520,764,4674,37,
EDGE,724,66,823,602,2390,36,
EDGE,186,957,17,1473,3761,16,
EDGE,596,826,170,835,4947,45,
EDGE,586,638,966,1291,3496,49,
EDGE,639,586,828,779,2478,35,
EDGE,657,619,778,1239,3787,5,
EDGE,910,534,303,307,4434,50,
EDGE,374,593,394,1314,4709,15,
EDGE,150,338,579,220,2461,1,
EDGE,790,512,909,644,4715,39,
EDGE,811,998,878,408,1484,12,
EDGE,110,189,860,1608,1877,18,
EDGE,799,144,795,1994,3571,25,
EDGE,577,573,984,1930,498,26,
EDGE,637,716,24,1152,3924,9,
EDGE,407,655,121,946,3471,1,
EDGE,657,452,179,1544,1818,19,
EDGE,575,965,742,477,4309,38,
EDGE,225,333,687,1366,4984,23,
EDGE,665,249,921,1955,4311,8,
EDGE,673,918,575,1560,193,18,
EDGE,847,3,919,715,3388,42,
EDGE,120,145,924,1433,4688,39,
EDGE,444,349,31,1134,1256,25,
EDGE,604,781,368,1125,1251,27,
EDGE,676,272,96,1614,4560,24,
EDGE,586,387,353,843,646,13,
EDGE,15,575,494,1666,3539,6,
EDGE,688,850,703,1816,1243,49,
EDGE,194,826,542,652,4731,21,
EDGE,945,768,124,525,1623,49,
EDGE,273,408,555,315,2021,37,
EDGE,815,791,319,1750,4219,17,
EDGE,641,920,42,1760,291,10,
EDGE,489,770,230,12,103,42,
EDGE,872,526,445,1239,3250,24,
EDGE,64,56,120,1717,3221,32,
EDGE,206,76,84,1378,1633,39,
EDGE,342,843,993,1696,258,3,
EDGE,968,67,385,1090,508,39,
EDGE,663,285,83,610,649,47,
EDGE,329,55,465,845,1501,40,
EDGE,534,200,893,1202,3681,41,
EDGE,421,642,148,113,3067,14,
EDGE,652,286,277,44,4107,28,
EDGE,453,613,289,810,1379,3,
EDGE,731,965,460,1823,1194,46,
EDGE,412,781,884,853,1115,38,
EDGE,140,352,20,1147,804,47,
EDGE,893,503,743,1290,3934,24,
EDGE,945,48,165,1167,4979,4,
EDGE,787,796,270,56,3304,33,
EDGE,690,546,270,147,1649,12,
EDGE,207,464,238,192,1136,20,
EDGE,366,732,953,360,1709,22,
EDGE,937,984,411,232,3877,34,
EDGE,949,81,476,31,1728,10,
EDGE,694,104,81,1244,1388,0,
EDGE,388,115,225,1546,3506,15,
EDGE,844,525,686,660,1134,29,
EDGE,507,559,588,716,3130,7,
EDGE,194,223,459,162,4516,18,
EDGE,314,270,607,110,1431,37,
EDGE,330,48,145,1779,3290,18,
EDGE,522,44,997,1684,824,27,
EDGE,282,291,55,494,3750,13,
EDGE,698,256,852,218,3313,30,
EDGE,547,110,950,300,3844,47,
EDGE,809,511,684,1061,1445,11,
EDGE,76,14,854,340,805,31,
EDGE,915,840,604,1108,1544,6,
EDGE,643,198,268,1073,3489,10,
EDGE,586,559,349,1514,4074,50,
EDGE,748,703,622,906,1965,48,
EDGE,436,887,847,484,4468,15,
EDGE,897,117,869,1065,1501,34,
