edge_id,farm_a_id,farm_b_id,farm_a_x,farm_a_y,farm_b_x,farm_b_y,terrain_a,terrain_b,distance_km,terrain_cost,total_cost
1806,FARM130,FARM118,5.777,9.901,8.93,4.02,flat,flat,6.673,1.0,6.673
1807,FARM050,FARM092,1.606,0.6,3.709,7.074,hilly,flat,6.807,1.3,8.849
1808,FARM114,FARM105,1.656,7.647,6.536,6.851,rocky,flat,4.944,1.8,8.899
1809,FARM028,FARM031,1.499,8.011,7.036,0.36,hilly,flat,9.444,1.3,12.277
1810,FARM050,FARM016,9.587,9.774,7.122,2.982,flat,hilly,7.225,1.3,9.393
1811,FARM098,FARM037,8.246,8.934,9.06,9.752,hilly,flat,1.154,1.3,1.5
1812,FARM038,FARM095,9.602,9.366,9.469,2.26,flat,rocky,7.107,1.8,12.793
1813,FARM117,FARM075,2.395,4.624,7.799,0.169,rocky,flat,7.004,1.8,12.607
1814,FARM128,FARM028,4.406,2.729,1.842,9.978,hilly,hilly,7.689,1.6,12.302
1815,FARM031,FARM085,1.856,4.709,3.573,7.453,flat,rocky,3.237,1.8,5.827
1816,FARM089,FARM030,5.924,3.787,5.397,1.493,flat,hilly,2.354,1.3,3.06
1817,FARM007,FARM083,0.612,5.868,1.312,8.832,rocky,hilly,3.046,2.1,6.397
1818,FARM031,FARM062,5.124,8.481,9.678,4.39,rocky,flat,6.122,1.8,11.02
1819,FARM108,FARM041,9.987,0.169,3.109,6.57,rocky,hilly,9.396,2.1,19.732
1820,FARM015,FARM003,4.254,8.177,0.964,1.413,hilly,hilly,7.522,1.6,12.035
1821,FARM009,FARM009,6.608,3.188,2.625,3.439,hilly,rocky,3.991,2.1,8.381
1822,FARM039,FARM030,6.953,9.779,1.241,9.737,hilly,flat,5.712,1.3,7.426
1823,FARM032,FARM013,2.455,1.25,7.967,3.238,rocky,rocky,5.86,2.6,15.236
1824,FARM089,FARM078,3.028,0.645,0.801,0.225,rocky,hilly,2.266,2.1,4.759
1825,FARM101,FARM004,5.394,4.171,8.886,3.6,hilly,rocky,3.538,2.1,7.43
1826,FARM026,FARM069,7.32,2.911,6.934,7.375,rocky,rocky,4.481,2.6,11.651
1827,FARM079,FARM027,5.075,0.091,2.971,7.302,rocky,hilly,7.512,2.1,15.775
1828,FARM114,FARM027,3.842,7.499,3.651,7.152,flat,rocky,0.396,1.8,0.713
1829,FARM127,FARM014,6.662,6.204,9.961,0.829,hilly,hilly,6.307,1.6,10.091
1830,FARM045,FARM142,6.381,6.862,4.086,6.805,hilly,flat,2.296,1.3,2.985
1831,FARM123,FARM118,5.096,4.197,7.219,5.186,rocky,hilly,2.342,2.1,4.918
1832,FARM052,FARM147,3.396,2.183,2.196,0.069,rocky,rocky,2.431,2.6,6.321
1833,FARM135,FARM136,7.491,7.642,2.174,2.1,hilly,hilly,7.68,1.6,12.288
1834,FARM059,FARM082,1.928,3.201,5.896,8.197,hilly,rocky,6.38,2.1,13.398
1835,FARM017,FARM110,3.968,3.167,2.429,0.764,flat,flat,2.854,1.0,2.854
1836,FARM100,FARM127,4.749,9.271,9.006,4.304,hilly,rocky,6.542,2.1,13.738
1837,FARM133,FARM044,2.478,6.917,3.186,6.96,flat,flat,0.709,1.0,0.709
1838,FARM002,FARM013,1.306,5.224,6.622,5.487,rocky,flat,5.323,1.8,9.581
1839,FARM011,FARM109,2.342,1.704,9.113,2.073,rocky,hilly,6.781,2.1,14.24
1840,FARM038,FARM011,0.755,8.95,6.305,5.818,flat,rocky,6.373,1.8,11.471
1841,FARM014,FARM141,0.222,5.664,4.715,4.679,rocky,hilly,4.6,2.1,9.66
1842,FARM034,FARM091,6.595,8.866,8.605,2.18,flat,rocky,6.982,1.8,12.568
1843,FARM145,FARM077,5.155,0.722,9.736,8.696,hilly,flat,9.196,1.3,11.955
1844,FARM122,FARM048,5.637,5.788,9.189,3.203,rocky,hilly,4.393,2.1,9.225
1845,FARM021,FARM062,7.771,3.254,6.653,5.591,flat,rocky,2.591,1.8,4.664
1846,FARM006,FARM048,3.566,9.083,7.133,4.833,flat,rocky,5.549,1.8,9.988
1847,FARM111,FARM132,0.604,8.053,7.659,9.662,rocky,hilly,7.236,2.1,15.196
1848,FARM127,FARM009,7.103,5.114,3.55,1.786,hilly,rocky,4.868,2.1,10.223
1849,FARM056,FARM111,2.204,5.028,7.733,9.878,flat,flat,7.355,1.0,7.355
1850,FARM130,FARM136,1.811,4.063,6.684,4.694,hilly,rocky,4.914,2.1,10.319
1851,FARM108,FARM107,2.269,2.531,1.111,7.523,rocky,rocky,5.125,2.6,13.325
1852,FARM142,FARM097,6.66,0.792,4.779,9.933,hilly,flat,9.333,1.3,12.133
1853,FARM146,FARM076,7.986,0.961,1.991,4.83,rocky,flat,7.135,1.8,12.843
1854,FARM079,FARM034,2.086,5.512,2.15,4.51,rocky,hilly,1.004,2.1,2.108
1855,FARM120,FARM063,3.744,9.521,3.93,2.335,flat,hilly,7.188,1.3,9.344
1856,FARM129,FARM102,6.994,2.407,9.462,2.163,hilly,rocky,2.48,2.1,5.208
1857,FARM031,FARM080,4.769,8.56,4.406,5.05,hilly,flat,3.529,1.3,4.588
1858,FARM068,FARM025,3.868,6.464,4.885,7.455,hilly,hilly,1.42,1.6,2.272
1859,FARM080,FARM101,9.106,4.517,8.462,8.383,hilly,rocky,3.919,2.1,8.23
1860,FARM022,FARM002,4.044,4.901,2.712,4.549,flat,rocky,1.378,1.8,2.48
1861,FARM079,FARM017,1.903,9.173,5.332,0.943,flat,rocky,8.916,1.8,16.049
1862,FARM052,FARM079,8.254,6.342,5.116,9.594,rocky,hilly,4.519,2.1,9.49
1863,FARM027,FARM067,8.603,1.213,7.374,2.802,hilly,flat,2.009,1.3,2.612
1864,FARM014,FARM093,3.327,4.284,2.185,6.471,flat,rocky,2.467,1.8,4.441
1865,FARM024,FARM095,6.091,5.726,1.778,0.237,hilly,flat,6.981,1.3,9.075
1866,FARM134,FARM130,9.435,4.772,5.939,3.414,flat,flat,3.75,1.0,3.75
1867,FARM029,FARM009,9.828,9.998,8.634,6.422,flat,flat,3.77,1.0,3.77
1868,FARM106,FARM030,5.839,5.528,1.958,5.119,hilly,hilly,3.902,1.6,6.243
1869,FARM035,FARM143,5.053,8.559,8.79,7.246,rocky,rocky,3.961,2.6,10.299
1870,FARM059,FARM104,5.111,6.347,2.791,0.768,rocky,rocky,6.042,2.6,15.709
1871,FARM092,FARM079,2.38,4.711,6.624,0.975,flat,rocky,5.654,1.8,10.177
1872,FARM131,FARM097,1.089,9.729,8.272,0.928,flat,flat,11.36,1.0,11.36
1873,FARM092,FARM140,8.955,8.305,7.416,1.624,hilly,hilly,6.856,1.6,10.97
1874,FARM042,FARM020,6.072,3.588,6.516,2.207,rocky,flat,1.451,1.8,2.612
1875,FARM092,FARM083,8.933,6.433,7.982,2.156,hilly,rocky,4.381,2.1,9.2
1876,FARM112,FARM105,6.573,1.929,7.98,0.665,hilly,rocky,1.891,2.1,3.971
1877,FARM030,FARM038,6.513,5.646,3.22,7.998,rocky,rocky,4.047,2.6,10.522
1878,FARM127,FARM043,5.882,2.532,9.329,4.171,hilly,hilly,3.817,1.6,6.107
1879,FARM138,FARM039,4.983,1.792,6.573,2.496,flat,rocky,1.739,1.8,3.13
1880,FARM113,FARM027,3.139,0.566,0.459,9.484,rocky,hilly,9.312,2.1,19.555
1881,FARM081,FARM078,6.741,8.492,6.32,3.687,hilly,hilly,4.823,1.6,7.717
1882,FARM017,FARM040,6.844,5.175,7.869,9.946,flat,hilly,4.88,1.3,6.344
1883,FARM021,FARM119,0.166,4.796,2.072,9.227,hilly,flat,4.824,1.3,6.271
1884,FARM101,FARM096,2.015,6.257,8.305,8.956,hilly,hilly,6.845,1.6,10.952
1885,FARM036,FARM033,0.474,0.813,3.166,7.924,hilly,rocky,7.603,2.1,15.966
1886,FARM020,FARM135,9.305,1.021,8.737,4.695,flat,hilly,3.718,1.3,4.833
1887,FARM026,FARM004,0.817,8.23,7.282,3.332,hilly,hilly,8.111,1.6,12.978
1888,FARM087,FARM090,2.657,0.496,2.466,3.384,hilly,rocky,2.894,2.1,6.077
1889,FARM140,FARM077,4.018,3.42,1.175,0.017,flat,flat,4.434,1.0,4.434
1890,FARM053,FARM026,9.304,6.47,7.47,9.59,hilly,rocky,3.619,2.1,7.6
1891,FARM046,FARM103,1.559,0.024,5.127,4.101,rocky,rocky,5.418,2.6,14.087
1892,FARM040,FARM073,7.595,5.557,5.208,3.833,flat,rocky,2.944,1.8,5.299
1893,FARM084,FARM072,6.214,2.98,6.054,1.553,flat,hilly,1.436,1.3,1.867
1894,FARM072,FARM089,2.1,5.774,2.622,9.983,flat,hilly,4.241,1.3,5.513
1895,FARM097,FARM058,8.145,9.941,0.489,5.419,rocky,flat,8.892,1.8,16.006
1896,FARM122,FARM044,3.54,0.18,7.479,7.161,hilly,hilly,8.016,1.6,12.826
1897,FARM062,FARM098,2.732,1.475,9.679,8.186,flat,rocky,9.659,1.8,17.386
1898,FARM005,FARM095,0.351,7.153,5.099,8.665,rocky,flat,4.983,1.8,8.969
1899,FARM040,FARM088,7.007,6.741,8.578,1.327,rocky,hilly,5.637,2.1,11.838
1900,FARM042,FARM046,3.817,9.783,4.549,0.75,flat,rocky,9.063,1.8,16.313
1901,FARM047,FARM040,9.572,2.106,3.1,9.894,hilly,hilly,10.126,1.6,16.202
1902,FARM075,FARM002,7.05,9.375,3.581,3.862,hilly,rocky,6.514,2.1,13.679
1903,FARM024,FARM024,9.478,9.563,6.023,3.373,flat,hilly,7.089,1.3,9.216
1904,FARM141,FARM148,6.681,6.554,6.65,8.919,flat,hilly,2.365,1.3,3.075
1905,FARM108,FARM124,4.506,3.063,1.515,9.835,flat,flat,7.403,1.0,7.403
1906,FARM005,FARM131,1.841,1.455,6.922,6.667,rocky,rocky,7.279,2.6,18.925
1907,FARM150,FARM063,2.051,4.846,9.392,9.644,flat,rocky,8.77,1.8,15.786
1908,FARM076,FARM097,4.582,3.141,2.972,1.744,rocky,rocky,2.132,2.6,5.543
1909,FARM035,FARM092,5.536,9.022,9.211,1.292,flat,hilly,8.559,1.3,11.127
1910,FARM011,FARM015,5.549,7.773,7.887,0.989,hilly,hilly,7.176,1.6,11.482
1911,FARM140,FARM089,3.764,8.379,6.427,2.608,hilly,flat,6.356,1.3,8.263
1912,FARM137,FARM119,8.214,9.975,5.625,4.657,flat,rocky,5.915,1.8,10.647
1913,FARM143,FARM069,3.82,3.742,0.177,4.705,hilly,hilly,3.768,1.6,6.029
1914,FARM112,FARM129,7.667,4.279,9.265,2.776,hilly,hilly,2.194,1.6,3.51
1915,FARM067,FARM016,6.439,6.925,8.225,3.869,flat,rocky,3.54,1.8,6.372
1916,FARM117,FARM038,6.825,2.63,3.695,0.288,flat,hilly,3.909,1.3,5.082
1917,FARM034,FARM036,4.452,0.743,8.793,0.223,hilly,rocky,4.372,2.1,9.181
1918,FARM032,FARM053,5.526,3.656,9.264,9.304,flat,hilly,6.773,1.3,8.805
1919,FARM037,FARM105,1.929,7.133,2.503,4.573,flat,flat,2.624,1.0,2.624
1920,FARM092,FARM038,2.1,9.936,6.501,7.697,rocky,flat,4.938,1.8,8.888
1921,FARM075,FARM106,3.118,5.587,3.771,2.423,flat,hilly,3.231,1.3,4.2
1922,FARM051,FARM031,1.283,2.977,1.143,9.224,flat,hilly,6.249,1.3,8.124
1923,FARM075,FARM105,5.721,1.361,5.199,8.381,rocky,rocky,7.039,2.6,18.301
1924,FARM144,FARM019,1.571,0.129,0.537,9.418,rocky,rocky,9.346,2.6,24.3
1925,FARM107,FARM149,5.648,0.557,2.116,3.818,hilly,rocky,4.807,2.1,10.095
1926,FARM023,FARM075,5.098,5.189,5.195,4.001,rocky,rocky,1.192,2.6,3.099
1927,FARM073,FARM062,7.254,2.629,1.192,3.622,flat,hilly,6.143,1.3,7.986
1928,FARM017,FARM118,2.928,3.282,2.517,7.459,rocky,hilly,4.197,2.1,8.814
1929,FARM056,FARM026,6.384,0.58,2.9,7.196,rocky,rocky,7.477,2.6,19.44
1930,FARM148,FARM147,4.002,7.576,9.914,7.745,hilly,hilly,5.914,1.6,9.462
1931,FARM120,FARM144,0.839,7.001,5.023,7.982,flat,hilly,4.297,1.3,5.586
1932,FARM082,FARM134,7.36,6.731,7.63,2.189,hilly,flat,4.55,1.3,5.915
1933,FARM146,FARM022,6.329,7.192,2.807,8.601,hilly,rocky,3.793,2.1,7.965
1934,FARM006,FARM143,6.994,9.886,4.881,4.181,hilly,hilly,6.084,1.6,9.734
1935,FARM132,FARM063,3.928,0.793,7.212,8.511,flat,rocky,8.388,1.8,15.098
1936,FARM109,FARM091,4.721,1.528,1.004,2.744,flat,rocky,3.911,1.8,7.04
1937,FARM065,FARM087,2.869,9.113,3.083,7.42,flat,hilly,1.706,1.3,2.218
1938,FARM127,FARM004,5.794,4.627,9.008,8.975,rocky,flat,5.407,1.8,9.733
1939,FARM036,FARM140,8.278,1.591,8.356,2.05,flat,flat,0.466,1.0,0.466
1940,FARM110,FARM011,5.274,4.808,5.831,1.819,rocky,rocky,3.04,2.6,7.904
1941,FARM121,FARM091,6.548,6.73,9.602,4.622,rocky,flat,3.711,1.8,6.68
1942,FARM146,FARM143,6.18,1.711,3.98,0.242,hilly,hilly,2.645,1.6,4.232
1943,FARM017,FARM094,5.038,0.41,4.204,8.534,hilly,flat,8.167,1.3,10.617
1944,FARM057,FARM019,4.114,2.239,5.095,1.733,hilly,hilly,1.104,1.6,1.766
1945,FARM023,FARM125,6.44,7.412,6.198,5.614,hilly,rocky,1.814,2.1,3.809
1946,FARM076,FARM033,9.985,7.081,5.148,7.309,rocky,hilly,4.842,2.1,10.168
1947,FARM127,FARM125,7.039,8.356,1.414,2.784,hilly,hilly,7.918,1.6,12.669
1948,FARM099,FARM101,3.357,2.057,0.559,6.532,hilly,flat,5.278,1.3,6.861
1949,FARM065,FARM078,3.385,8.76,6.013,9.875,hilly,hilly,2.855,1.6,4.568
1950,FARM113,FARM064,4.544,6.456,8.421,7.874,rocky,flat,4.128,1.8,7.43
1951,FARM144,FARM127,9.437,4.833,9.958,8.652,flat,flat,3.854,1.0,3.854
1952,FARM112,FARM040,5.552,2.386,5.278,1.178,flat,hilly,1.239,1.3,1.611
1953,FARM091,FARM088,4.12,4.561,9.444,3.473,rocky,hilly,5.434,2.1,11.411
1954,FARM037,FARM064,6.166,4.946,0.973,1.929,flat,flat,6.006,1.0,6.006
1955,FARM084,FARM010,2.398,2.397,4.581,7.697,hilly,hilly,5.732,1.6,9.171
1956,FARM059,FARM092,1.907,7.106,9.077,3.092,hilly,rocky,8.217,2.1,17.256
1957,FARM121,FARM042,8.707,3.819,3.392,3.386,flat,rocky,5.333,1.8,9.599
1958,FARM045,FARM026,1.564,7.486,2.705,8.094,flat,flat,1.293,1.0,1.293
1959,FARM005,FARM119,2.04,6.089,5.186,0.846,hilly,rocky,6.114,2.1,12.839
1960,FARM056,FARM112,4.378,7.948,5.008,6.879,rocky,hilly,1.241,2.1,2.606
1961,FARM112,FARM008,7.722,0.444,3.438,3.101,rocky,hilly,5.041,2.1,10.586
1962,FARM077,FARM071,8.298,7.541,7.593,4.347,flat,rocky,3.271,1.8,5.888
1963,FARM056,FARM121,4.47,7.334,2.513,6.895,hilly,flat,2.006,1.3,2.608
1964,FARM022,FARM137,6.443,3.926,1.103,1.707,hilly,rocky,5.783,2.1,12.144
1965,FARM043,FARM139,3.71,3.47,8.547,8.301,flat,rocky,6.836,1.8,12.305
1966,FARM031,FARM128,2.614,4.653,6.019,4.731,rocky,hilly,3.406,2.1,7.153
1967,FARM033,FARM054,4.241,0.957,4.925,7.637,rocky,rocky,6.715,2.6,17.459
1968,FARM131,FARM073,0.933,4.27,9.423,8.234,flat,flat,9.37,1.0,9.37
1969,FARM109,FARM061,6.418,8.997,7.091,3.821,hilly,hilly,5.22,1.6,8.352
1970,FARM102,FARM105,9.16,4.584,6.365,5.886,hilly,flat,3.083,1.3,4.008
1971,FARM069,FARM129,8.713,5.247,8.395,3.677,hilly,rocky,1.602,2.1,3.364
1972,FARM065,FARM037,6.4,2.466,3.916,8.827,hilly,rocky,6.829,2.1,14.341
1973,FARM030,FARM064,5.638,2.64,2.462,2.907,rocky,rocky,3.187,2.6,8.286
1974,FARM135,FARM108,9.881,9.386,5.047,4.32,rocky,flat,7.002,1.8,12.604
1975,FARM040,FARM141,1.486,2.538,8.402,1.806,flat,flat,6.955,1.0,6.955
1976,FARM042,FARM016,0.362,3.107,2.489,7.147,rocky,flat,4.566,1.8,8.219
1977,FARM049,FARM106,5.319,3.992,2.618,9.697,hilly,hilly,6.312,1.6,10.099
1978,FARM077,FARM068,2.93,0.602,8.44,6.492,hilly,rocky,8.065,2.1,16.936
1979,FARM022,FARM150,5.884,8.547,8.758,3.347,hilly,hilly,5.941,1.6,9.506
1980,FARM040,FARM078,0.103,0.976,0.075,9.847,flat,rocky,8.871,1.8,15.968
1981,FARM021,FARM031,7.558,1.692,1.852,8.446,rocky,hilly,8.842,2.1,18.568
1982,FARM106,FARM040,3.335,1.224,1.309,9.679,rocky,rocky,8.694,2.6,22.604
1983,FARM108,FARM094,3.033,3.73,4.809,8.333,rocky,flat,4.934,1.8,8.881
1984,FARM071,FARM097,9.512,9.161,1.829,7.564,rocky,flat,7.847,1.8,14.125
1985,FARM078,FARM025,2.119,2.169,0.071,2.552,flat,rocky,2.084,1.8,3.751
1986,FARM067,FARM124,9.646,4.063,9.817,1.107,flat,rocky,2.961,1.8,5.33
1987,FARM038,FARM142,0.807,0.855,9.218,7.309,rocky,flat,10.602,1.8,19.084
1988,FARM005,FARM131,7.771,9.785,9.54,3.273,hilly,rocky,6.748,2.1,14.171
1989,FARM077,FARM035,4.149,3.715,3.441,7.517,flat,flat,3.867,1.0,3.867
1990,FARM077,FARM138,9.375,4.921,7.282,2.177,flat,flat,3.451,1.0,3.451
1991,FARM081,FARM062,7.223,3.883,2.2,3.474,hilly,flat,5.04,1.3,6.552
1992,FARM127,FARM027,0.173,4.612,0.769,2.051,rocky,hilly,2.629,2.1,5.521
1993,FARM086,FARM019,8.014,0.695,3.314,5.847,flat,flat,6.974,1.0,6.974
1994,FARM027,FARM093,4.375,4.942,1.177,0.315,hilly,flat,5.625,1.3,7.312
1995,FARM045,FARM025,7.229,2.248,4.798,0.194,hilly,rocky,3.183,2.1,6.684
1996,FARM016,FARM119,2.749,3.749,3.332,0.048,rocky,hilly,3.747,2.1,7.869
1997,FARM005,FARM097,7.558,9.008,3.574,9.391,flat,rocky,4.002,1.8,7.204
1998,FARM052,FARM037,0.591,6.018,0.769,9.147,flat,rocky,3.134,1.8,5.641
1999,FARM088,FARM080,5.193,0.396,0.993,9.094,flat,rocky,9.659,1.8,17.386
2000,FARM035,FARM146,1.957,4.985,8.372,2.563,flat,rocky,6.857,1.8,12.343
2001,FARM022,FARM095,2.183,5.206,0.913,2.909,hilly,flat,2.625,1.3,3.413
2002,FARM039,FARM123,1.81,6.612,8.411,0.978,flat,flat,8.678,1.0,8.678
2003,FARM140,FARM066,4.271,3.133,3.726,0.051,hilly,hilly,3.13,1.6,5.008
2004,FARM115,FARM030,2.155,8.2,4.085,8.746,hilly,flat,2.006,1.3,2.608
2005,FARM070,FARM017,4.475,1.596,5.306,6.096,flat,flat,4.576,1.0,4.576
2006,FARM040,FARM073,9.937,1.656,9.051,5.189,flat,hilly,3.642,1.3,4.735
2007,FARM021,FARM040,8.561,9.103,8.931,8.347,hilly,flat,0.842,1.3,1.095
2008,FARM061,FARM119,9.246,6.461,4.539,7.692,flat,hilly,4.865,1.3,6.325
2009,FARM123,FARM038,1.008,4.122,2.817,0.757,hilly,flat,3.82,1.3,4.966
2010,FARM015,FARM011,9.594,9.557,5.694,9.91,rocky,hilly,3.916,2.1,8.224
2011,FARM094,FARM059,5.708,3.438,0.907,5.045,flat,flat,5.063,1.0,5.063
2012,FARM019,FARM111,7.9,5.614,1.601,7.479,flat,hilly,6.569,1.3,8.54
2013,FARM001,FARM075,2.045,8.584,8.763,3.058,rocky,rocky,8.699,2.6,22.617
2014,FARM006,FARM032,5.406,4.958,8.926,3.213,rocky,rocky,3.929,2.6,10.215
2015,FARM017,FARM030,2.518,6.799,3.882,9.981,rocky,rocky,3.462,2.6,9.001
2016,FARM131,FARM038,0.61,0.177,3.494,5.106,hilly,hilly,5.711,1.6,9.138
2017,FARM067,FARM008,3.548,0.536,5.545,3.378,rocky,flat,3.473,1.8,6.251
2018,FARM018,FARM108,5.686,6.394,5.558,7.225,hilly,hilly,0.841,1.6,1.346
2019,FARM034,FARM014,5.841,7.042,3.192,2.259,hilly,rocky,5.468,2.1,11.483
2020,FARM077,FARM038,1.644,4.773,6.917,1.323,hilly,hilly,6.301,1.6,10.082
2021,FARM024,FARM078,1.808,3.588,9.931,7.692,rocky,rocky,9.101,2.6,23.663
2022,FARM062,FARM055,1.152,3.896,5.149,0.905,hilly,flat,4.992,1.3,6.49
2023,FARM144,FARM039,5.01,1.674,2.814,3.383,flat,hilly,2.783,1.3,3.618
2024,FARM123,FARM066,1.392,3.84,0.401,0.016,rocky,flat,3.95,1.8,7.11
2025,FARM127,FARM038,6.311,2.227,8.359,5.736,rocky,flat,4.063,1.8,7.313
2026,FARM137,FARM122,3.044,6.341,8.583,9.817,hilly,flat,6.539,1.3,8.501
2027,FARM146,FARM114,0.738,4.175,3.331,1.348,rocky,rocky,3.836,2.6,9.974
2028,FARM145,FARM150,2.403,7.455,6.356,5.694,flat,flat,4.328,1.0,4.328
2029,FARM150,FARM111,6.353,6.297,7.341,0.326,rocky,hilly,6.052,2.1,12.709
2030,FARM022,FARM093,9.628,7.349,9.253,1.015,flat,hilly,6.345,1.3,8.248
2031,FARM034,FARM093,8.356,6.359,0.126,5.849,flat,hilly,8.246,1.3,10.72
2032,FARM048,FARM117,2.0,1.435,5.397,6.474,rocky,flat,6.077,1.8,10.939
2033,FARM141,FARM029,9.141,3.821,6.481,6.622,hilly,flat,3.863,1.3,5.022
2034,FARM063,FARM132,7.158,7.946,8.803,8.051,hilly,hilly,1.648,1.6,2.637
2035,FARM085,FARM129,2.577,9.3,4.073,7.899,flat,hilly,2.05,1.3,2.665
2036,FARM104,FARM124,7.297,1.838,6.32,1.107,hilly,rocky,1.22,2.1,2.562
2037,FARM072,FARM002,7.883,6.584,3.57,7.619,rocky,rocky,4.435,2.6,11.531
2038,FARM125,FARM135,6.503,3.698,0.687,6.293,rocky,hilly,6.369,2.1,13.375
2039,FARM129,FARM048,9.123,5.018,0.461,2.59,flat,hilly,8.996,1.3,11.695
2040,FARM094,FARM054,8.424,6.99,2.479,0.439,hilly,flat,8.846,1.3,11.5
2041,FARM085,FARM086,8.219,1.284,3.906,8.532,flat,rocky,8.434,1.8,15.181
2042,FARM005,FARM069,2.577,8.937,7.414,2.58,rocky,rocky,7.988,2.6,20.769
2043,FARM142,FARM082,3.411,3.219,4.356,0.125,rocky,flat,3.235,1.8,5.823
2044,FARM077,FARM038,4.589,2.883,3.74,8.871,flat,hilly,6.048,1.3,7.862
2045,FARM143,FARM119,1.355,6.537,4.326,9.554,hilly,rocky,4.234,2.1,8.891
2046,FARM042,FARM052,7.041,1.928,6.524,9.955,rocky,rocky,8.044,2.6,20.914
2047,FARM005,FARM025,0.969,4.267,6.801,1.771,flat,hilly,6.344,1.3,8.247
2048,FARM007,FARM100,6.236,9.929,5.976,0.404,hilly,hilly,9.529,1.6,15.246
2049,FARM007,FARM073,7.706,1.327,2.51,0.566,hilly,flat,5.251,1.3,6.826
2050,FARM070,FARM031,5.064,1.239,2.704,6.15,rocky,hilly,5.449,2.1,11.443
2051,FARM071,FARM133,2.884,0.914,2.861,2.32,hilly,hilly,1.406,1.6,2.25
2052,FARM110,FARM120,0.004,2.761,2.033,0.332,flat,hilly,3.165,1.3,4.115
2053,FARM133,FARM043,0.217,7.333,5.875,8.699,flat,flat,5.821,1.0,5.821
2054,FARM040,FARM100,5.502,4.801,0.56,9.381,rocky,rocky,6.738,2.6,17.519
2055,FARM121,FARM023,6.541,9.578,8.049,3.312,flat,flat,6.445,1.0,6.445
2056,FARM024,FARM066,9.125,3.319,6.983,8.198,rocky,flat,5.328,1.8,9.59
2057,FARM144,FARM052,4.596,5.895,1.932,8.809,rocky,rocky,3.948,2.6,10.265
2058,FARM126,FARM026,2.804,8.932,8.81,2.561,flat,hilly,8.756,1.3,11.383
2059,FARM040,FARM090,7.72,2.625,5.726,9.232,flat,rocky,6.901,1.8,12.422
2060,FARM017,FARM027,3.514,0.906,5.279,1.029,hilly,rocky,1.769,2.1,3.715
2061,FARM079,FARM048,4.305,8.542,7.902,0.135,flat,rocky,9.144,1.8,16.459
2062,FARM011,FARM065,8.11,0.134,7.762,3.359,flat,rocky,3.244,1.8,5.839
2063,FARM020,FARM060,3.271,5.378,1.869,2.78,rocky,flat,2.952,1.8,5.314
2064,FARM025,FARM149,0.68,0.648,8.6,2.783,rocky,flat,8.203,1.8,14.765
2065,FARM089,FARM021,5.222,0.381,1.492,1.159,hilly,rocky,3.81,2.1,8.001
2066,FARM135,FARM006,0.25,5.79,5.587,4.11,rocky,hilly,5.595,2.1,11.749
2067,FARM041,FARM004,3.253,5.028,6.107,3.869,flat,hilly,3.08,1.3,4.004
2068,FARM097,FARM034,8.548,5.031,5.592,0.606,flat,rocky,5.322,1.8,9.58
2069,FARM003,FARM060,6.862,5.834,3.699,6.675,hilly,hilly,3.273,1.6,5.237
2070,FARM041,FARM098,3.756,5.847,1.299,3.993,flat,rocky,3.078,1.8,5.54
2071,FARM068,FARM014,4.387,9.734,4.209,2.756,hilly,rocky,6.98,2.1,14.658
2072,FARM054,FARM056,4.757,6.909,0.866,7.613,hilly,flat,3.954,1.3,5.14
2073,FARM089,FARM120,0.966,5.429,8.95,6.933,flat,rocky,8.124,1.8,14.623
2074,FARM085,FARM032,9.625,4.901,8.806,5.085,hilly,hilly,0.839,1.6,1.342
2075,FARM023,FARM048,3.134,8.991,7.609,7.562,hilly,hilly,4.698,1.6,7.517
2076,FARM025,FARM004,0.937,6.098,9.933,4.242,hilly,rocky,9.185,2.1,19.289
2077,FARM013,FARM115,4.723,2.001,4.994,5.977,rocky,flat,3.985,1.8,7.173
2078,FARM001,FARM032,6.671,7.608,5.764,4.829,hilly,flat,2.923,1.3,3.8
2079,FARM090,FARM114,6.635,8.191,6.702,2.519,hilly,rocky,5.672,2.1,11.911
2080,FARM103,FARM009,5.377,3.545,3.549,8.727,rocky,hilly,5.495,2.1,11.54
2081,FARM090,FARM071,3.691,5.265,4.163,6.286,rocky,rocky,1.125,2.6,2.925
2082,FARM032,FARM051,3.306,5.015,7.626,4.744,hilly,flat,4.328,1.3,5.626
2083,FARM030,FARM056,0.726,9.029,0.02,3.412,flat,rocky,5.661,1.8,10.19
2084,FARM142,FARM053,8.854,3.261,4.524,5.719,flat,flat,4.979,1.0,4.979
2085,FARM093,FARM109,6.49,7.946,8.032,1.0,rocky,rocky,7.115,2.6,18.499
2086,FARM001,FARM028,0.621,7.313,4.559,4.043,rocky,hilly,5.119,2.1,10.75
2087,FARM072,FARM042,2.049,8.274,2.468,7.092,rocky,hilly,1.254,2.1,2.633
2088,FARM087,FARM118,9.514,6.364,6.468,3.496,flat,hilly,4.184,1.3,5.439
2089,FARM050,FARM008,1.602,1.619,0.755,1.092,hilly,hilly,0.998,1.6,1.597
2090,FARM048,FARM083,4.527,4.096,0.061,4.77,hilly,rocky,4.517,2.1,9.486
2091,FARM028,FARM006,0.75,5.912,4.372,8.197,hilly,hilly,4.283,1.6,6.853
2092,FARM115,FARM094,2.091,0.603,2.838,8.947,flat,hilly,8.377,1.3,10.89
